Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
d r e a m,1.0,positive,m,0,44,44,9,41.67162380000809,,,,,,,,,41.65705430001253,41.67162380000809,41.67162380000809,42.18629670000519,42.270941300012055,m,0.5981367000058526,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
b l o r p,0.0,non-word,z,0,45,45,84,42.285883700009435,,,,,,,,,42.271648400012054,42.285883700009435,42.285883700009435,42.78563779999968,44.11575460000313,z,1.813901799992891,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
j o y f u l,1.0,positive,m,0,46,46,19,44.130475000012666,,,,,,,,,44.116296700012754,44.130475000012666,44.130475000012666,44.629948000001605,44.78037680000125,m,0.6353804999962449,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
r e g r e t,1.0,negative,m,0,47,47,64,44.797308200009866,,,,,,,,,44.78090690000681,44.797308200009866,44.797308200009866,45.31172260000312,45.41257610000321,m,0.5990102999930969,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c l o c k,1.0,neutral,m,0,48,48,48,45.4279217000003,,,,,,,,,45.41310350000276,45.4279217000003,45.4279217000003,45.943306400004076,45.92784530000063,m,0.48545070001273416,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c h a i r,1.0,neutral,m,0,49,49,7,45.943306400004076,,,,,,,,,45.928546200011624,45.943306400004076,45.943306400004076,46.45818250000593,46.725370900006965,m,0.7773454000125639,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
f e a r f u l,1.0,negative,m,0,50,50,98,46.74076430000423,,,,,,,,,46.725905300001614,46.74076430000423,46.74076430000423,47.256671200011624,47.27391980000539,m,0.5299678000010317,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
g r i e f,1.0,negative,m,0,51,51,81,47.2895370000042,,,,,,,,,47.274465200011036,47.2895370000042,47.2895370000042,47.804519500001334,48.13858090000576,m,0.833406500009005,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c h e e r,1.0,positive,m,0,52,52,63,48.15326940000523,,,,,,,,,48.13910370001395,48.15326940000523,48.15326940000523,48.66848910000408,48.96883660000458,m,0.8052928999968572,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
p e a c e,1.0,positive,m,0,53,53,97,48.985011200013105,,,,,,,,,48.969398200002615,48.985011200013105,48.985011200013105,49.500118900003145,49.71759600000223,m,0.7170642999990378,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
t r e n k,0.0,non-word,z,0,54,54,57,49.73319590000028,,,,,,,,,49.71812119999959,49.73319590000028,49.73319590000028,50.248114700007136,50.38231800000358,z,0.6324652999901446,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
l a m p,1.0,neutral,m,0,55,55,42,50.397512000010465,,,,,,,,,50.382846800013795,50.397512000010465,50.397512000010465,50.912743400011095,50.99761489999946,m,0.598683299991535,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
p l o r,0.0,non-word,z,0,56,56,52,51.013041400001384,,,,,,,,,50.99814750000951,51.013041400001384,51.013041400001384,51.52796830001171,51.695580400002655,z,0.6780219999927795,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
s a d,1.0,negative,m,0,57,57,87,51.710788100011996,,,,,,,,,51.69610460000695,51.710788100011996,51.710788100011996,52.22597460000543,52.742133000007016,m,1.0244359000062104,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c l o u d,1.0,neutral,m,0,58,58,94,52.75803930000984,,,,,,,,,52.74265640000522,52.75803930000984,52.75803930000984,53.27270750000025,53.27379670001392,m,0.5036822999973083,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
t r a g e d y,1.0,negative,m,0,59,59,70,53.28998610000417,,,,,,,,,53.27432900000713,53.28998610000417,53.28998610000417,53.80450450000353,54.07143590001215,m,0.7700596999929985,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
l o v e,1.0,positive,m,0,60,60,0,54.08798150000803,,,,,,,,,54.07229140000709,54.08798150000803,54.08798150000803,54.60308350001287,54.803401800003485,m,0.7072695999959251,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
f a i l u r e,1.0,negative,m,0,61,61,77,54.81919320000452,,,,,,,,,54.80392830001074,54.81919320000452,54.81919320000452,55.33413230000588,55.61747920000926,m,0.7944340000103693,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
v o b l i t,0.0,non-word,z,0,62,62,38,55.63376480000443,,,,,,,,,55.61806930000603,55.63376480000443,55.63376480000443,56.14874210000562,56.26643350000086,z,0.6177169000002323,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
e x c i t e d,1.0,positive,m,0,63,63,10,56.281658600011724,,,,,,,,,56.26696360000642,56.281658600011724,56.281658600011724,56.79693440000119,56.89726770001289,m,0.6022157999977935,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
a c h i e v e m e n t,1.0,positive,m,0,64,64,27,56.91316130000632,,,,,,,,,56.898173900000984,56.91316130000632,56.91316130000632,57.41187040001387,57.47994010000548,m,0.5614411999995355,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
s m i l e,1.0,positive,m,0,65,65,55,57.49509690000559,,,,,,,,,57.48046570000588,57.49509690000559,57.49509690000559,58.01004740000644,58.14528150000842,m,0.6461782999977004,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
z o m p r e,0.0,non-word,z,0,66,66,73,58.15872320000199,,,,,,,,,58.14600080001401,58.15872320000199,58.15872320000199,58.65843880000466,58.77593390000402,z,0.6004444999998668,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
d e s p a i r,1.0,negative,m,0,67,67,56,58.791601400007494,,,,,,,,,58.77646070001356,58.791601400007494,58.791601400007494,59.306540200006566,59.324232400002074,m,0.5243291999940993,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
l a w v e r,0.0,non-word,z,0,68,68,76,59.3393439000065,,,,,,,,,59.324758600007044,59.3393439000065,59.3393439000065,59.83850060000259,59.973059800002375,z,0.6279968999879202,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
d e l i g h t,1.0,positive,m,0,69,69,39,59.98812380000891,,,,,,,,,59.97386880000704,59.98812380000891,59.98812380000891,60.48675960001128,61.286255800005165,m,1.2860292000113986,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
h a t e,1.0,negative,m,0,70,70,74,61.30138620000798,,,,,,,,,61.286983700003475,61.30138620000798,61.30138620000798,61.81621120001364,61.817609500008984,m,0.5136448000121163,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
t a b l e,1.0,neutral,m,0,71,71,6,61.83280650000961,,,,,,,,,61.81813780000084,61.83280650000961,61.83280650000961,62.33144410001114,63.16422330000205,m,1.3190291999926558,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
a n g e r,1.0,negative,m,0,72,72,15,63.17993370001204,,,,,,,,,63.164756700003636,63.17993370001204,63.17993370001204,63.69461430000956,63.79564830000163,m,0.6073722000000998,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
g r a t i t u d e,1.0,positive,m,0,73,73,41,63.81106040001032,,,,,,,,,63.79617350001354,63.81106040001032,63.81106040001032,64.32626340001298,66.13845860000583,m,2.3202276000083657,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
m e t r o,1.0,neutral,m,0,74,74,96,66.15472290001344,,,,,,,,,66.13939150000806,66.15472290001344,66.15472290001344,66.66959560000396,67.103763600011,m,0.941601599988644,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
s w o r p y,0.0,non-word,z,0,75,75,69,67.11855710000964,,,,,,,,,67.10430260001158,67.11855710000964,67.11855710000964,67.63450560001365,69.13093070000468,m,2.002504999996745,None,m,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c l o c k,1.0,neutral,m,0,76,76,20,69.14629490001244,,,,,,,,,69.13145690000965,69.14629490001244,69.14629490001244,69.66194360000372,69.71229940000921,m,0.5578065000008792,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
b l o r p,0.0,non-word,z,0,77,77,60,69.72838179999962,,,,,,,,,69.71301050001057,69.72838179999962,69.72838179999962,70.24283610000566,70.36062780000793,z,0.6231791000027442,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c h i n d l e,0.0,non-word,z,0,78,78,8,70.37592850001238,,,,,,,,,70.36115609999979,70.37592850001238,70.37592850001238,70.87480499999947,71.22515320000821,z,0.837989200008451,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
v i c t o r y,1.0,positive,m,0,79,79,25,71.24052590000792,,,,,,,,,71.22568980000506,71.24052590000792,71.24052590000792,71.75906120000582,72.12311430000409,m,0.8711359000008088,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
g l o r b y,0.0,non-word,z,0,80,80,28,72.13833720001276,,,,,,,,,72.12363950000145,72.13833720001276,72.13833720001276,72.6370639000088,73.05323970000609,m,0.9123717000038596,None,m,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
z a r f e t,0.0,non-word,z,0,81,81,31,73.06901090001338,,,,,,,,,73.05378380000184,73.06901090001338,73.06901090001338,73.56766640000569,73.58485080000537,z,0.5113084000040544,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
c r i o u s,0.0,non-word,z,0,82,82,99,73.601178300014,,,,,,,,,73.58538140000019,73.601178300014,73.601178300014,74.11514440001338,74.28371790000529,z,0.6692286000034073,None,z,z,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
p a i n,1.0,negative,m,0,83,83,83,74.29942330000631,,,,,,,,,74.28424170000653,74.29942330000631,74.29942330000631,74.81404409999959,75.0322421000019,m,0.7277254000073299,None,m,m,,,,009,001,2024-11-24_16h24.31.303,Lexical Decision Making,2024.1.5,None,2024-11-24 16h24.45.083390 +0530,
