Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
s u n s h i n e,1.0,positive,m,0,84,84,30,80.01913639999111,,,,,,,,,80.00383299999521,80.01913639999111,80.01913639999111,80.5344982999959,80.93428200000199,m,0.9071034000080545,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d e l i g h t,1.0,positive,m,0,85,85,39,80.95032499998342,,,,,,,,,80.93481149998843,80.95032499998342,80.95032499998342,81.4648967999965,82.09762660000706,m,1.1350163000170141,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,0,86,86,84,82.11322269999073,,,,,,,,,82.09815949999029,82.11322269999073,82.11322269999073,82.62889240001095,82.72959050000645,z,0.6147003999794833,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
m e t r o,1.0,neutral,m,0,87,87,96,82.74500540000736,,,,,,,,,82.73012659998494,82.74500540000736,82.74500540000736,83.26004860000103,83.42794180000783,m,0.6791898999945261,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
w i n d o w,1.0,neutral,m,0,88,88,68,83.44412850000663,,,,,,,,,83.4286187000107,83.44412850000663,83.44412850000663,83.95823319998453,85.60503889998654,m,2.1570340000034776,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
f a i l u r e,1.0,negative,m,0,89,89,77,85.6204102000047,,,,,,,,,85.60574279999128,85.6204102000047,85.6204102000047,86.13618979998864,86.65215139999054,z,1.0155693000124302,None,z,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
z a r f e t,0.0,non-word,z,0,90,90,31,86.66721859999234,,,,,,,,,86.65268510000897,86.66721859999234,86.66721859999234,87.16618520001066,88.9461777000106,z,2.2627350999973714,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m o r n,0.0,non-word,z,0,91,91,51,88.96130210001138,,,,,,,,,88.94672139998875,88.96130210001138,88.96130210001138,89.47625830001198,89.51197210000828,z,0.5418976999935694,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a w v e r,0.0,non-word,z,0,92,92,76,89.52610980000463,,,,,,,,,89.51252099999692,89.52610980000463,89.52610980000463,90.02503950000391,90.19219959998736,m,0.6564351999841165,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i n d l e,0.0,non-word,z,0,93,93,3,90.20766829999047,,,,,,,,,90.19273390001035,90.20766829999047,90.20766829999047,90.72303809999721,91.2391956000065,z,1.0189290000125766,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
h a t e,1.0,negative,m,0,94,94,74,91.25513269999647,,,,,,,,,91.23973279999336,91.25513269999647,91.25513269999647,91.7700751000084,91.93783509999048,m,0.6749189000111073,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g l o r b y,0.0,non-word,z,0,95,95,28,91.9534902999876,,,,,,,,,91.93837419999181,91.9534902999876,91.9534902999876,92.46811980000348,92.65246479999041,z,0.6852931999892462,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h i n d l e,0.0,non-word,z,0,96,96,8,92.6673385000031,,,,,,,,,92.6529942000052,92.6673385000031,92.6673385000031,93.16664670000318,93.49982080000336,z,0.8152843000134453,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l o v e,1.0,positive,m,0,97,97,0,93.51575520000188,,,,,,,,,93.5003529000096,93.51575520000188,93.51575520000188,94.03041360000498,94.68004149998887,m,1.1543805999972392,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a m p,1.0,neutral,m,0,98,98,18,94.6954521999869,,,,,,,,,94.68058590000146,94.6954521999869,94.6954521999869,95.19460009998875,96.0595287999895,m,1.349573399988003,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h e e r,1.0,positive,m,0,99,99,63,96.0751084999938,,,,,,,,,96.0604588999995,96.0751084999938,96.0751084999938,96.59027210000204,96.60784660000354,m,0.5307342000014614,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
f a i l u r e,1.0,negative,m,1,0,100,77,96.62387059998582,,,,,,,,,96.60843799999566,96.62387059998582,96.62387059998582,,97.0571101999958,m,0.4181807000131812,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,1,1,101,84,97.07226409998839,,,,,,,,,97.05765599998995,97.07226409998839,97.07226409998839,97.57127300000866,97.80474749999121,z,0.7308299999858718,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
r e g r e t,1.0,negative,m,1,2,102,64,97.82081299999845,,,,,,,,,97.80528500000946,97.82081299999845,97.82081299999845,98.33588170001167,99.05172160000075,m,1.213542800018331,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c a r p e t,1.0,neutral,m,1,3,103,85,99.06701389999944,,,,,,,,,99.05226070000208,99.06701389999944,99.06701389999944,99.58223110000836,99.79989980001119,z,0.7233840000117198,None,z,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i e f,1.0,negative,m,1,4,104,50,99.81453709999914,,,,,,,,,99.80043899998418,99.81453709999914,99.81453709999914,100.31338889998733,101.06258959998377,m,1.233014199999161,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h i n d l e,0.0,non-word,z,1,5,105,8,101.07840870000655,,,,,,,,,101.06314519999432,101.07840870000655,101.07840870000655,101.59316689998377,102.02683339998475,z,0.9467845000035595,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
q u i b l e n,0.0,non-word,z,1,6,106,91,102.04215029999614,,,,,,,,,102.0274633000081,102.04215029999614,102.04215029999614,102.55718199998955,102.72500979999313,z,0.6723903999954928,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l o r,0.0,non-word,z,1,7,107,52,102.74041979998583,,,,,,,,,102.72555830000783,102.74041979998583,102.74041979998583,103.25596999999834,103.25748000000021,z,0.5090925999975298,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m a g l e,0.0,non-word,z,1,8,108,53,103.27202090001083,,,,,,,,,103.25801160000265,103.27202090001083,103.27202090001083,103.77023900000495,103.95489789999556,z,0.6716057999874465,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
j o y f u l,1.0,positive,m,1,9,109,19,103.97015730000567,,,,,,,,,103.95542519999435,103.97015730000567,103.97015730000567,,104.43670469999779,z,0.46351070000673644,None,z,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d e s p a i r,1.0,negative,m,1,10,110,56,104.45232479998958,,,,,,,,,104.43755810000584,104.45232479998958,104.45232479998958,104.96776279999176,109.55565419999766,m,5.099221199983731,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e n c i l,1.0,neutral,m,1,11,111,24,109.57170569998561,,,,,,,,,109.55620580000686,109.57170569998561,109.57170569998561,110.08702199999243,110.47010740000405,m,0.8834271999949124,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,1,12,112,5,110.48583530000178,,,,,,,,,110.47064809998847,110.48583530000178,110.48583530000178,111.00082240000484,111.05274479999207,m,0.5548944000038318,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
t r a i n,1.0,neutral,m,1,13,113,40,111.06798289998551,,,,,,,,,111.0532966000028,111.06798289998551,111.06798289998551,111.56622119998792,111.73332920001121,m,0.6489304999995511,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e a c e,1.0,positive,m,1,14,114,89,111.7489435999887,,,,,,,,,111.73391750000883,111.7489435999887,111.7489435999887,112.26404129998991,112.28191620000871,m,0.5303562999761198,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r u f f i l,0.0,non-word,z,1,15,115,49,112.29738360000192,,,,,,,,,112.28244419998373,112.29738360000192,112.29738360000192,112.81272170000011,112.88028489999124,z,0.5687733000086155,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m o r n,0.0,non-word,z,1,16,116,14,112.89595310000004,,,,,,,,,112.88081440000678,112.89595310000004,112.89595310000004,,113.29600100000971,m,0.3933083000010811,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i n d l e,0.0,non-word,z,1,17,117,3,113.31132529999013,,,,,,,,,113.29669610000565,113.31132529999013,113.31132529999013,113.82639219998964,113.87745179998456,m,0.5516745999921113,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r i n t,0.0,non-word,z,1,18,118,36,113.89361749999807,,,,,,,,,113.87800450000213,113.89361749999807,113.89361749999807,114.4081831999938,115.62263510000776,z,1.7255690000019968,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r a t i t u d e,1.0,positive,m,1,19,119,41,115.63866560001043,,,,,,,,,115.62318749999395,115.63866560001043,115.63866560001043,116.15362800000003,116.15506079999614,m,0.5139878999907523,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
w i n d o w,1.0,neutral,m,1,20,120,80,116.1700475999969,,,,,,,,,116.15559760000906,116.1700475999969,116.1700475999969,116.66916039999342,117.05259289999958,m,0.8685302000085358,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
w i n d o w,1.0,neutral,m,1,21,121,68,117.06847209998523,,,,,,,,,117.05313749998459,117.06847209998523,117.06847209998523,117.58292049999,117.65047590000904,m,0.5741685000248253,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s w o r p y,0.0,non-word,z,1,22,122,69,117.66591189999599,,,,,,,,,117.6512270999956,117.66591189999599,117.66591189999599,118.16562019998673,118.34940919998917,z,0.6785118000116199,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
z a r f e t,0.0,non-word,z,1,23,123,31,118.36431929998798,,,,,,,,,118.35019239998655,118.36431929998798,118.36431929998798,118.87925090000499,119.0468705999956,z,0.676401899982011,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s a d,1.0,negative,m,1,24,124,87,119.06233310000971,,,,,,,,,119.04739630001131,119.06233310000971,119.06233310000971,119.5614418000041,120.34348589999718,m,1.2691212999925483,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c a l e n d a r,1.0,neutral,m,1,25,125,86,120.35996830000659,,,,,,,,,120.34423180000158,120.35996830000659,120.35996830000659,120.87409060000209,121.0583614000061,m,0.6950892999884672,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p a i n,1.0,negative,m,1,26,126,83,121.07370109998737,,,,,,,,,121.05889409998781,121.07370109998737,121.07370109998737,,121.55674770000041,m,0.4731245999864768,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
v o b l i t,0.0,non-word,z,1,27,127,38,121.57199279998895,,,,,,,,,121.55729609998525,121.57199279998895,121.57199279998895,122.08723959999043,122.25462669998524,z,0.6657492000085767,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g l o r b y,0.0,non-word,z,1,28,128,28,122.26982600000338,,,,,,,,,122.2553545999981,122.26982600000338,122.26982600000338,122.76863859998411,122.8527604000119,z,0.5712821000197437,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m i l e,1.0,positive,m,1,29,129,92,122.86819609999657,,,,,,,,,122.85328799998388,122.86819609999657,122.86819609999657,123.36728740000399,123.95007819999591,m,1.0778925999766216,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o u d,1.0,neutral,m,1,30,130,94,123.96611839998513,,,,,,,,,123.95060409998405,123.96611839998513,123.96611839998513,,124.44871389999753,m,0.472987799992552,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
m e t r o,1.0,neutral,m,1,31,131,96,124.46383279998554,,,,,,,,,124.4492554999888,124.46383279998554,124.46383279998554,,124.91384079999989,m,0.43458910001209006,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
w a r,1.0,negative,m,1,32,132,67,124.92963249998866,,,,,,,,,124.91436930000782,124.92963249998866,124.92963249998866,125.44454560001031,125.61246309999842,z,0.6737933999975212,None,z,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c o m f o r t,1.0,positive,m,1,33,133,59,125.63060810000752,,,,,,,,,125.61312470000121,125.63060810000752,125.63060810000752,126.14274229999864,126.31023959998856,m,0.6660186999943107,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
f e a r f u l,1.0,negative,m,1,34,134,98,126.32566939998651,,,,,,,,,126.31094900000608,126.32566939998651,126.32566939998651,126.82429970000521,126.82554970000638,m,0.4949780000024475,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b r a s k,0.0,non-word,z,1,35,135,79,126.84087590000127,,,,,,,,,126.8260781999852,126.84087590000127,126.84087590000127,127.33999549999135,127.42398379999213,z,0.5804087000142317,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
h a t e,1.0,negative,m,1,36,136,74,127.4392458999937,,,,,,,,,127.42451049998635,127.4392458999937,127.4392458999937,,127.9058614000096,m,0.46310329998959787,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c r y,1.0,negative,m,1,37,137,61,127.92167199999676,,,,,,,,,127.90660479999497,127.92167199999676,127.92167199999676,128.43713849998312,128.47061039999244,m,0.5452167000039481,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l o m e b,0.0,non-word,z,1,38,138,90,128.4866320999863,,,,,,,,,128.47113739998895,128.4866320999863,128.4866320999863,129.00226549999206,129.08610039998894,z,0.5889954000012949,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h a i r,1.0,neutral,m,1,39,139,7,129.10137089999625,,,,,,,,,129.0866451000038,129.10137089999625,129.10137089999625,129.61680260000867,129.7339454999892,m,0.618298000015784,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m o r n,0.0,non-word,z,1,40,140,51,129.74989400000777,,,,,,,,,129.73448089999147,129.74989400000777,129.74989400000777,130.2650345999864,130.2494589999842,m,0.4967500999919139,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
v a b l i n,0.0,non-word,z,1,41,141,1,130.2650345999864,,,,,,,,,130.24999270000262,130.2650345999864,130.2650345999864,130.78015720000258,131.2300646000076,z,0.9621370999957435,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l a r k,0.0,non-word,z,1,42,142,45,131.24573349999264,,,,,,,,,131.23060179999447,131.24573349999264,131.24573349999264,,131.72894599998835,z,0.48144020000472665,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l a r k,0.0,non-word,z,1,43,143,16,131.7439243000117,,,,,,,,,131.7294821999967,131.7439243000117,131.7439243000117,132.2429162999906,133.02503550000256,z,1.2677538999996614,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r e a m,1.0,positive,m,1,44,144,9,133.0410622000054,,,,,,,,,133.02557239998714,133.0410622000054,133.0410622000054,133.55606689999695,134.5547314999858,m,1.5007369999948423,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e a c e,1.0,positive,m,1,45,145,97,134.57031320000533,,,,,,,,,134.55527240000083,134.57031320000533,134.57031320000533,135.08472399998573,135.11945850000484,m,0.5477329000132158,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
e x c i t e d,1.0,positive,m,1,46,146,10,135.13487280000118,,,,,,,,,135.11998680001125,135.13487280000118,135.13487280000118,135.65039210001123,135.66825079999398,m,0.5216018999926746,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r o n t,0.0,non-word,z,1,47,147,95,135.6833992000029,,,,,,,,,135.66878919999,135.6833992000029,135.6833992000029,136.1986443999922,136.19977750000544,z,0.5138844999892171,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c e l e b r a t i o n,1.0,positive,m,1,48,148,75,136.2160379999841,,,,,,,,,136.2003224999935,136.2160379999841,136.2160379999841,,136.69824379999773,m,0.4736049000057392,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d e l i g h t,1.0,positive,m,1,49,149,39,136.7142642000108,,,,,,,,,136.69877429999178,136.7142642000108,136.7142642000108,137.22923090000404,137.44631329999538,m,0.7258587999967858,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,1,50,150,60,137.46182039999985,,,,,,,,,137.44684540000162,137.46182039999985,137.46182039999985,137.96071340001072,139.85652840000694,z,2.3800349999801256,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l o v e,1.0,positive,m,1,51,151,0,139.87223310000263,,,,,,,,,139.85706969999592,139.87223310000263,139.87223310000263,,140.3556069000042,m,0.47245839997776784,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
m u r k l e,0.0,non-word,z,1,52,152,66,140.3707951999968,,,,,,,,,140.35613490000833,140.3707951999968,140.3707951999968,140.8860744999838,142.46608700000797,z,2.089216300024418,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
a p p l e,1.0,neutral,m,1,53,153,32,142.48140399999102,,,,,,,,,142.46662570000626,142.48140399999102,142.48140399999102,142.99652389998664,143.08139800000936,m,0.5967143999878317,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i e f,1.0,negative,m,1,54,154,62,143.09624419998727,,,,,,,,,143.08215279999422,143.09624419998727,143.09624419998727,143.61149119999027,143.61262430000352,m,0.5101184999803081,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o c k,1.0,neutral,m,1,55,155,20,143.6280664000078,,,,,,,,,143.61316959999385,143.6280664000078,143.6280664000078,144.1433493999939,144.21132729999954,m,0.5752568999887444,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r i n t,0.0,non-word,z,1,56,156,23,144.22644870000659,,,,,,,,,144.212063199986,144.22644870000659,144.22644870000659,144.741943800007,144.79242019998492,z,0.5572637000004761,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i e f,1.0,negative,m,1,57,157,81,144.80805859999964,,,,,,,,,144.79295929998625,144.80805859999964,144.80805859999964,145.3075167000061,145.3915144999919,m,0.5714185000106227,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a w v e r,0.0,non-word,z,1,58,158,76,145.40699290001066,,,,,,,,,145.39215269999113,145.40699290001066,145.40699290001066,145.92228989998694,145.9903362999903,z,0.5734843999962322,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c r i o u s,0.0,non-word,z,1,59,159,99,146.00567499999306,,,,,,,,,145.99086319998605,146.00567499999306,146.00567499999306,,146.4388021999912,m,0.42184439999982715,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b o o k,1.0,neutral,m,1,60,160,22,146.4541917000024,,,,,,,,,146.43933860000107,146.4541917000024,146.4541917000024,146.96915429999353,147.38617240000167,m,0.9277542999770958,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s a d n e s s,1.0,negative,m,1,61,161,88,147.40152119999402,,,,,,,,,147.38671299998532,147.40152119999402,147.40152119999402,147.9166777000064,148.58305650000693,m,1.1781309999933,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a m p,1.0,neutral,m,1,62,162,18,148.59808950001025,,,,,,,,,148.58360409998568,148.59808950001025,148.59808950001025,149.09669549998944,150.16182129998924,m,1.5556127000018023,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
a n g e r,1.0,negative,m,1,63,163,44,150.17730260000098,,,,,,,,,150.16234939999413,150.17730260000098,150.17730260000098,,150.59394270001212,m,0.4057747999904677,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
e x c i t e d,1.0,positive,m,1,64,164,72,150.6093062,,,,,,,,,150.594471599994,150.6093062,150.6093062,,151.05976519998512,m,0.4409101000055671,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l i b b e t,0.0,non-word,z,1,65,165,12,151.07490169999073,,,,,,,,,151.06030710000778,151.07490169999073,151.07490169999073,151.57387110000127,151.6408492999908,z,0.5539297999930568,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o c k,1.0,neutral,m,1,66,166,48,151.65645559999393,,,,,,,,,151.64139350000187,151.65645559999393,151.65645559999393,152.17187980000745,152.15690500001074,m,0.4932095999829471,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
k i n d n e s s,1.0,positive,m,1,67,167,82,152.17187980000745,,,,,,,,,152.15744770001038,152.17187980000745,152.17187980000745,152.68672359999618,152.68842839999706,m,0.5151042999932542,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a m p,1.0,neutral,m,1,68,168,42,152.70411339998827,,,,,,,,,152.68912960001035,152.70411339998827,152.70411339998827,153.21918300000834,153.20447229998535,m,0.4826211999752559,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h e e r,1.0,positive,m,1,69,169,63,153.21918300000834,,,,,,,,,153.20500710001215,153.21918300000834,153.21918300000834,153.73428279999644,153.75236899999436,m,0.5318431000050623,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h e e r f u l,1.0,positive,m,1,70,170,43,153.7673467999848,,,,,,,,,153.75290520000271,153.7673467999848,153.7673467999848,154.2829395000008,154.3833125999954,m,0.6074630999937654,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
