Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
a p p l e,1.0,neutral,m,0,14,14,32,20.082470599998487,,,,,,,,,20.067501699988497,20.082470599998487,20.082470599998487,20.58150719999685,20.998382199992193,m,0.9139899000001606,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
w i n d o w,1.0,neutral,m,0,15,15,80,21.01323740000953,,,,,,,,,20.99911269999575,21.01323740000953,21.01323740000953,21.512247700011358,21.995541199983563,m,0.96816819999367,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c e l e b r a t i o n,1.0,positive,m,0,16,16,75,22.010747599997558,,,,,,,,,21.996170600003097,22.010747599997558,22.010747599997558,22.52655969999614,22.85949149998487,m,0.8389740000129677,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
j o y f u l,1.0,positive,m,0,17,17,19,22.875299200008158,,,,,,,,,22.860023399989586,22.875299200008158,22.875299200008158,23.390175300010014,23.590752699994482,m,0.7140760000038426,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
m u r k l e,0.0,non-word,z,0,18,18,66,23.606643300008727,,,,,,,,,23.59130189998541,23.606643300008727,23.606643300008727,24.121999099996174,24.505582499987213,z,0.8929520999954548,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s a d n e s s,1.0,negative,m,0,19,19,88,24.520817199983867,,,,,,,,,24.50633169998764,24.520817199983867,24.520817199983867,25.035802700003842,25.28645630000392,m,0.752285499998834,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s u c c e s s,1.0,positive,m,0,20,20,35,25.30169140000362,,,,,,,,,25.287005799997132,25.30169140000362,25.30169140000362,25.80040549999103,25.968112900009146,m,0.6570476999913808,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
q u i b l e n,0.0,non-word,z,0,21,21,91,25.983173199987505,,,,,,,,,25.96866750001209,25.983173199987505,25.983173199987505,26.498398800002178,26.865853499999503,z,0.8797993000189308,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m o r n,0.0,non-word,z,0,22,22,14,26.880767199996626,,,,,,,,,26.866427300003124,26.880767199996626,26.880767199996626,27.3962152999884,27.712888699985342,z,0.8184048999974038,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s w o r p y,0.0,non-word,z,0,23,23,69,27.72863940001116,,,,,,,,,27.713419699983206,27.72863940001116,27.72863940001116,28.243910699995467,28.494067099993117,z,0.7575347000092734,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c r y,1.0,negative,m,0,24,24,61,28.50942159999977,,,,,,,,,28.494608000008157,28.50942159999977,28.50942159999977,29.02507699999842,29.392018099984853,m,0.8691526000038721,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i n d l e,0.0,non-word,z,0,25,25,17,29.407333100010874,,,,,,,,,29.392553499987116,29.407333100010874,29.407333100010874,29.922716600005515,30.855022600007942,m,1.437347500002943,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
h o p e,1.0,positive,m,0,26,26,46,30.869960699987132,,,,,,,,,30.85554960000445,30.869960699987132,30.869960699987132,31.38514589998522,32.135106100002304,m,1.2577864000049885,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r u f f i l,0.0,non-word,z,0,27,27,49,32.15001680000569,,,,,,,,,32.13569450000068,32.15001680000569,32.15001680000569,32.66482099998393,33.14816929999506,z,0.9817383000045083,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
f e a r f u l,1.0,negative,m,0,28,28,2,33.1634994999913,,,,,,,,,33.148721700010356,33.1634994999913,33.1634994999913,33.678777699999046,33.829813999996986,m,0.6544350999756716,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l o m e b,0.0,non-word,z,0,29,29,90,33.845324699999765,,,,,,,,,33.830547099991236,33.845324699999765,33.845324699999765,34.36048880001181,34.79337420000229,z,0.9340044000127818,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o c k,1.0,neutral,m,0,30,30,20,34.80899190000491,,,,,,,,,34.793915799993556,34.80899190000491,34.80899190000491,35.324649099988164,35.55832169999485,m,0.741011999984039,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
a c h i e v e m e n t,1.0,positive,m,0,31,31,27,35.57355299999472,,,,,,,,,35.55885269999271,35.57355299999472,35.57355299999472,36.08893790000002,36.15643189998809,m,0.5782251000055112,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r o n t,0.0,non-word,z,0,32,32,95,36.17174809999415,,,,,,,,,36.156971599993994,36.17174809999415,36.17174809999415,36.670900600001914,36.904375999991316,z,0.7279067999916151,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
v i c t o r y,1.0,positive,m,0,33,33,25,36.920059399999445,,,,,,,,,36.90490930000669,36.920059399999445,36.920059399999445,37.43522210000083,37.55357940000249,m,0.625040099985199,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m a g l e,0.0,non-word,z,0,34,34,53,37.56892439999501,,,,,,,,,37.55410959999426,37.56892439999501,37.56892439999501,38.083068500010995,38.251347399986116,z,0.6707375000114553,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
h a p p y,1.0,positive,m,0,35,35,21,38.26663530000951,,,,,,,,,38.25200730000506,38.26663530000951,38.26663530000951,38.7818016000092,38.898766900005285,m,0.628978000022471,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e n c i l,1.0,neutral,m,0,36,36,37,38.914511499984656,,,,,,,,,38.89929659999325,38.914511499984656,38.914511499984656,39.42994460000773,39.63110030000098,m,0.7152427000110038,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
k i n d n e s s,1.0,positive,m,0,37,37,82,39.6463148999901,,,,,,,,,39.63180000000284,39.6463148999901,39.6463148999901,40.16069560000324,40.295849499991164,m,0.6324581000080798,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r e n k,0.0,non-word,z,0,38,38,4,40.3108263000031,,,,,,,,,40.296729299996514,40.3108263000031,40.3108263000031,40.825869799999055,40.877429499989375,z,0.5594550000096206,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s t o n e,1.0,neutral,m,0,39,39,13,40.89245359998313,,,,,,,,,40.878163299988955,40.89245359998313,40.89245359998313,,41.359131400007755,m,0.4599961999920197,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o u d,1.0,neutral,m,0,40,40,94,41.37486159999389,,,,,,,,,41.359662200004095,41.37486159999389,41.37486159999389,41.889629399986006,41.90738059999421,m,0.5179584999859799,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e a c e,1.0,positive,m,0,41,41,97,41.9236641000025,,,,,,,,,41.90805530000944,41.9236641000025,41.9236641000025,42.43826399999671,42.47251560000586,m,0.5401437999971677,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l o r,0.0,non-word,z,0,42,42,52,42.48786230001133,,,,,,,,,42.473239399987506,42.48786230001133,42.48786230001133,43.00360830000136,43.15415139999823,z,0.6561847999983002,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i e f,1.0,negative,m,0,43,43,62,43.169994099996984,,,,,,,,,43.15469910000684,43.169994099996984,43.169994099996984,43.6849368000112,43.669564100011485,m,0.49671540001872927,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c r i o u s,0.0,non-word,z,0,44,44,99,43.6849368000112,,,,,,,,,43.670092199987266,43.6849368000112,43.6849368000112,44.200433399993926,44.98235209999257,z,1.292637399979867,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l a r k,0.0,non-word,z,0,45,45,16,44.99853360000998,,,,,,,,,44.98289240000304,44.99853360000998,44.99853360000998,45.51355999999214,46.12958740000613,m,1.1253772000200115,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
t r a g e d y,1.0,negative,m,0,46,46,70,46.144908899994334,,,,,,,,,46.13013370000408,46.144908899994334,46.144908899994334,46.66006449999986,47.226333700004034,m,1.0689274999895133,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
r e g r e t,1.0,negative,m,0,47,47,64,47.24213830000372,,,,,,,,,47.22687610000139,47.24213830000372,47.24213830000372,47.75715950000449,48.240321499994025,m,0.9956417000212241,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l a n e t,1.0,neutral,m,0,48,48,47,48.255789499991806,,,,,,,,,48.24084660000517,48.255789499991806,48.255789499991806,48.771099200006574,48.955094000004465,m,0.6968468999839388,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
t r a i n,1.0,neutral,m,0,49,49,40,48.97019649998401,,,,,,,,,48.95572560001165,48.97019649998401,48.97019649998401,49.48551349999616,49.81926829999429,m,0.8473463999980595,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b r a s k,0.0,non-word,z,0,50,50,79,49.83490190000157,,,,,,,,,49.81979780000984,49.83490190000157,49.83490190000157,50.35022819999722,51.4311757000105,m,1.5933259000012185,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
a n g e r,1.0,negative,m,0,51,51,15,51.446703499997966,,,,,,,,,51.43171790000633,51.446703499997966,51.446703499997966,51.96282630000496,53.010724499996286,m,1.5567063999769744,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
z o m p r e,0.0,non-word,z,0,52,52,73,53.02872159998515,,,,,,,,,53.01140019999002,53.02872159998515,53.02872159998515,53.54101270000683,55.55422190000536,z,2.5188685999892186,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
f e a r f u l,1.0,negative,m,0,53,53,98,55.56925480000791,,,,,,,,,55.554753800010076,55.56925480000791,55.56925480000791,56.0680827999895,56.70084879998467,m,1.1155232999881264,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r i n t,0.0,non-word,z,0,54,54,36,56.7164048999839,,,,,,,,,56.70152679999592,56.7164048999839,56.7164048999839,57.23190019998583,57.398626999987755,z,0.6778633999929298,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m i l e,1.0,positive,m,0,55,55,92,57.41386939998483,,,,,,,,,57.39916309999535,57.41386939998483,57.41386939998483,57.912835499999346,57.996860599989304,m,0.5812704999989364,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
v o b l i t,0.0,non-word,z,0,56,56,38,58.01209820000804,,,,,,,,,57.99738710001111,58.01209820000804,58.01209820000804,58.511221699998714,58.59561029999168,z,0.5730705999885686,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c a r p e t,1.0,neutral,m,0,57,57,85,58.61051940001198,,,,,,,,,58.59619620000012,58.61051940001198,58.61051940001198,59.109519999998156,59.1607609000057,m,0.5338507000124082,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s o r r o w,1.0,negative,m,0,58,58,33,59.176654000009876,,,,,,,,,59.161322600004496,59.176654000009876,59.176654000009876,59.69094890000997,59.82514239999,z,0.645402499998454,None,z,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s m i l e,1.0,positive,m,0,59,59,55,59.840602499985835,,,,,,,,,59.825669699988794,59.840602499985835,59.840602499985835,60.3563077999861,60.4730802999984,m,0.6246936999959871,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,0,60,60,60,60.48869900000864,,,,,,,,,60.473609999986365,60.48869900000864,60.48869900000864,60.98740230000112,61.08806380000897,m,0.5866543000156526,None,m,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s a d n e s s,1.0,negative,m,0,61,61,65,61.10394179998548,,,,,,,,,61.088607799989404,61.10394179998548,61.10394179998548,61.6193620999984,62.485331500007305,m,1.367412499996135,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i n d l e,0.0,non-word,z,0,62,62,54,62.50019289998454,,,,,,,,,62.486083800002234,62.50019289998454,62.50019289998454,63.01533739999286,63.84812640000018,z,1.3360242000198923,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p e n c i l,1.0,neutral,m,0,63,63,24,63.863571499998216,,,,,,,,,63.84865709999576,63.863571499998216,63.863571499998216,,64.31293230000301,m,0.43238499999279156,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c l o c k,1.0,neutral,m,0,64,64,48,64.3286752999993,,,,,,,,,64.31346539998776,64.3286752999993,64.3286752999993,64.84361819998594,64.89501079998445,m,0.5595917000027839,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p a i n,1.0,negative,m,0,65,65,83,64.91031869998551,,,,,,,,,64.89553519999026,64.91031869998551,64.91031869998551,65.40899419999914,67.20573419998982,m,2.293410100013716,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b l o r p,0.0,non-word,z,0,66,66,5,67.22072290000506,,,,,,,,,67.20666419999907,67.22072290000506,67.22072290000506,67.73601210000925,67.93662269998458,z,0.7001129999989644,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
m i s e r y,1.0,negative,m,0,67,67,34,67.95186020000256,,,,,,,,,67.93717550000292,67.95186020000256,67.95186020000256,68.4674146999896,68.53441299998667,m,0.5661626000073738,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r a t i t u d e,1.0,positive,m,0,68,68,41,68.5504704999912,,,,,,,,,68.53498070000205,68.5504704999912,68.5504704999912,69.06564590000198,69.06695509998826,m,0.5147503000043798,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
t r e n k,0.0,non-word,z,0,69,69,57,69.08204569999361,,,,,,,,,69.06748239998706,69.08204569999361,69.08204569999361,69.59724840000854,69.66539069998544,z,0.5725452000042424,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
a n g e r,1.0,negative,m,0,70,70,44,69.68020179998712,,,,,,,,,69.6659406000108,69.68020179998712,69.68020179998712,70.19568420000724,70.23028560000239,m,0.5394199000147637,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l o s s,1.0,negative,m,0,71,71,29,70.245471000002,,,,,,,,,70.23081609999645,70.245471000002,70.245471000002,70.7614237999951,70.81280789998709,m,0.5573457999853417,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
v a b l i n,0.0,non-word,z,0,72,72,1,70.8275112999836,,,,,,,,,70.81349309999496,70.8275112999836,70.8275112999836,71.3434803999844,71.51005760001135,z,0.6656319000176154,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
g r i e f,1.0,negative,m,0,73,73,81,71.52576689998386,,,,,,,,,71.51060169999255,71.52576689998386,71.52576689998386,72.04129850000027,72.10818569999537,m,0.5747629999823403,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b o t t l e,1.0,neutral,m,0,74,74,58,72.1235069000104,,,,,,,,,72.10871929998393,72.1235069000104,72.1235069000104,72.63907529998687,72.85615199999302,m,0.7275972999923397,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r i n t,0.0,non-word,z,0,75,75,23,72.87188500000047,,,,,,,,,72.85668100000476,72.87188500000047,72.87188500000047,73.38698189999559,73.57109429998673,z,0.6898367000103462,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c o m f o r t,1.0,positive,m,0,76,76,59,73.58615970000392,,,,,,,,,73.5716332999873,73.58615970000392,73.58615970000392,74.10168610000983,74.65114619999076,m,1.060856900003273,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
e x c i t e d,1.0,positive,m,0,77,77,72,74.66670080000767,,,,,,,,,74.65168020001147,74.66670080000767,74.66670080000767,75.18200599998818,75.39920240000356,m,0.7185314999951515,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
p l a r k,0.0,non-word,z,0,78,78,45,75.41466650000075,,,,,,,,,75.39973219999229,75.41466650000075,75.41466650000075,75.91366779999225,76.04797959999996,z,0.6305984999926295,None,z,z,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
s a d,1.0,negative,m,0,79,79,87,76.06357199998456,,,,,,,,,76.04850579999038,76.06357199998456,76.06357199998456,76.57808949999162,76.69556560000638,m,0.6228244999947492,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
d r e a m,1.0,positive,m,0,80,80,9,76.71168919999036,,,,,,,,,76.69610169998487,76.71168919999036,76.71168919999036,77.22636179998517,77.4110367000103,m,0.6901891999877989,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
b o o k,1.0,neutral,m,0,81,81,22,77.42614359999425,,,,,,,,,77.41156279999996,77.42614359999425,77.42614359999425,77.94149229998584,78.09226939998916,m,0.6599820000119507,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
c h a i r,1.0,neutral,m,0,82,82,7,78.10785490000853,,,,,,,,,78.09279729999253,78.10785490000853,78.10785490000853,78.623265000002,79.1892785000091,m,1.0751621999952476,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
l a m p,1.0,neutral,m,0,83,83,42,79.20455530000618,,,,,,,,,79.18981519999215,79.20455530000618,79.20455530000618,79.72035499999765,80.00328450000961,m,0.7883638000057545,None,m,m,,,,007,001,2024-11-22_19h59.23.519,Lexical Decision Making,2024.1.5,None,2024-11-22 19h59.37.213601 +0530,
