Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
d r o n t,0.0,non-word,z,0,9,9,95,24.50372640000205,,,,,,,,,24.489181600001757,24.50372640000205,24.50372640000205,25.518093800001225,25.768160499999794,z,1.251201499999297,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
t r e n k,0.0,non-word,z,0,10,10,57,25.78356210000129,,,,,,,,,25.76870169999893,25.78356210000129,25.78356210000129,,26.582410700000764,z,0.7942798000003677,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s o r r o w,1.0,negative,m,0,11,11,33,26.598030600001948,,,,,,,,,26.582942100001674,26.598030600001948,26.598030600001948,,27.347051400000055,m,0.7367811999974947,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s t o n e,1.0,neutral,m,0,12,12,13,27.362607099999877,,,,,,,,,27.347584499999357,27.362607099999877,27.362607099999877,,28.062026999999944,m,0.6957280999995419,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
b l o r p,0.0,non-word,z,0,13,13,84,28.07754019999993,,,,,,,,,28.062562700000854,28.07754019999993,28.07754019999993,29.091606000001775,29.109515299998748,z,1.0306047000012768,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
d r i n t,0.0,non-word,z,0,14,14,23,29.12497450000228,,,,,,,,,29.11006030000135,29.12497450000228,29.12497450000228,,29.956517900001927,z,0.817074099999445,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
h o p e,1.0,positive,m,0,15,15,46,29.972588200002065,,,,,,,,,29.957070600001316,29.972588200002065,29.972588200002065,,30.638193099999626,m,0.6619484999973793,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s a d,1.0,negative,m,0,16,16,87,30.653567100001965,,,,,,,,,30.638950900000054,30.653567100001965,30.653567100001965,,31.303261199998815,m,0.6378858999996737,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s m i l e,1.0,positive,m,0,17,17,92,31.318399600000703,,,,,,,,,31.30379660000108,31.318399600000703,31.318399600000703,,31.91805690000183,m,0.586482500002603,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
a p p l e,1.0,neutral,m,0,18,18,32,31.933651200000895,,,,,,,,,31.91861219999919,31.933651200000895,31.933651200000895,,32.582897799999046,m,0.6337594999968132,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
b o o k,1.0,neutral,m,0,19,19,22,32.59827000000223,,,,,,,,,32.58343800000148,32.59827000000223,32.59827000000223,,33.197937199998705,m,0.5906055000014021,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s u c c e s s,1.0,positive,m,0,20,20,35,33.21332130000155,,,,,,,,,33.19850370000131,33.21332130000155,33.21332130000155,,33.78000420000171,m,0.5566417000009096,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c h i n d l e,0.0,non-word,z,0,21,21,8,33.795184400001745,,,,,,,,,33.78053910000017,33.795184400001745,33.795184400001745,,34.361923399999796,m,0.5562626999999338,None,m,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p e a c e,1.0,positive,m,0,22,22,97,34.37675490000038,,,,,,,,,34.36258920000182,34.37675490000038,34.37675490000038,35.37430210000093,36.489013300000806,m,2.108647999997629,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
r e g r e t,1.0,negative,m,0,23,23,64,36.504375500000606,,,,,,,,,36.48958920000223,36.504375500000606,36.504375500000606,37.51813580000089,37.91837469999882,m,1.402194900001632,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
m i s e r y,1.0,negative,m,0,24,24,34,37.93370440000217,,,,,,,,,37.91892260000168,37.93370440000217,37.93370440000217,,38.66615269999966,m,0.7203317000021343,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r a t i t u d e,1.0,positive,m,0,25,25,41,38.68185540000195,,,,,,,,,38.66671159999896,38.68185540000195,38.68185540000195,,39.28190090000135,m,0.5877025000008871,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
a n g e r,1.0,negative,m,0,26,26,44,39.2966817000015,,,,,,,,,39.282430600000225,39.2966817000015,39.2966817000015,,39.99583580000035,m,0.6838791000009223,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c h a i r,1.0,neutral,m,0,27,27,7,40.01138809999975,,,,,,,,,39.99638880000202,40.01138809999975,40.01138809999975,,40.677496899999824,m,0.650758700001461,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
t r a i n,1.0,neutral,m,0,28,28,40,40.69276330000139,,,,,,,,,40.678051400002005,40.69276330000139,40.69276330000139,,41.24354370000219,m,0.5367908999978681,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p l o r,0.0,non-word,z,0,29,29,52,41.25814530000207,,,,,,,,,41.2442770000016,41.25814530000207,41.25814530000207,,42.12326469999971,z,0.8541589999986172,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
h a t e,1.0,negative,m,0,30,30,74,42.13883270000224,,,,,,,,,42.123887199999444,42.13883270000224,42.13883270000224,43.15271819999907,44.81594590000168,m,2.6645707999996375,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
j o y f u l,1.0,positive,m,0,31,31,19,44.83175610000035,,,,,,,,,44.8165012999998,44.83175610000035,44.83175610000035,,45.464114999998856,m,0.6281178000026557,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p e n c i l,1.0,neutral,m,0,32,32,24,45.47991259999981,,,,,,,,,45.46466639999926,45.47991259999981,45.47991259999981,,46.1790828000012,m,0.6866193000023486,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s m o r n,0.0,non-word,z,0,33,33,14,46.194434199998796,,,,,,,,,46.179624200001854,46.194434199998796,46.194434199998796,,47.15965100000176,z,0.9478804999998829,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
t w o r i k,0.0,non-word,z,0,34,34,93,47.17522390000158,,,,,,,,,47.1601840000003,47.17522390000158,47.17522390000158,48.18915449999986,48.27376860000004,z,1.096904199999699,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s m a g l e,0.0,non-word,z,0,35,35,53,48.288945299998886,,,,,,,,,48.27445400000215,48.288945299998886,48.288945299998886,,49.004648400001315,z,0.7039489999988291,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
v a b l i n,0.0,non-word,z,0,36,36,1,49.02023940000072,,,,,,,,,49.00518799999918,49.02023940000072,49.02023940000072,,49.68622619999951,z,0.6614388000016334,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c h e e r f u l,1.0,positive,m,0,37,37,43,49.70173599999907,,,,,,,,,49.68677559999924,49.70173599999907,49.70173599999907,,50.45056200000181,m,0.7443236999970395,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p e a c e,1.0,positive,m,0,38,38,89,50.46631849999903,,,,,,,,,50.451105299998744,50.46631849999903,50.46631849999903,,51.34819200000129,m,0.8742235000026994,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s u n s h i n e,1.0,positive,m,0,39,39,30,51.36405530000047,,,,,,,,,51.348742900001525,51.36405530000047,51.36405530000047,,51.930359699999826,m,0.5649204000001191,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c a r p e t,1.0,neutral,m,0,40,40,85,51.94583739999871,,,,,,,,,51.93088809999972,51.94583739999871,51.94583739999871,,52.661390199999005,m,0.7010289999998349,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
m u r k l e,0.0,non-word,z,0,41,41,66,52.67680889999974,,,,,,,,,52.66192930000034,52.67680889999974,52.67680889999974,53.69058270000096,53.69203860000198,z,1.008927599999879,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r i n d l e,0.0,non-word,z,0,42,42,17,53.70737000000008,,,,,,,,,53.69256519999908,53.70737000000008,53.70737000000008,54.721090600000025,55.453400900001725,m,1.7342454999998154,None,m,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r i e f,1.0,negative,m,0,43,43,62,55.4693683000005,,,,,,,,,55.4539431000012,55.4693683000005,55.4693683000005,,56.30196620000061,m,0.8308639000024414,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
t a b l e,1.0,neutral,m,0,44,44,6,56.31704969999919,,,,,,,,,56.3024989000005,56.31704969999919,56.31704969999919,,57.165379199999734,m,0.837906100001419,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
m o u n t a i n,1.0,neutral,m,0,45,45,71,57.18110979999983,,,,,,,,,57.16594520000217,57.18110979999983,57.18110979999983,,57.797126800000115,m,0.6089221999973233,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
q u i b l e n,0.0,non-word,z,0,46,46,91,57.81305269999939,,,,,,,,,57.79766000000018,57.81305269999939,57.81305269999939,,58.72818819999884,z,0.912122099998669,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
d r e a m,1.0,positive,m,0,47,47,9,58.74385710000206,,,,,,,,,58.72872220000136,58.74385710000206,58.74385710000206,59.7573865000013,59.75846850000016,m,1.0021107000029588,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c a l e n d a r,1.0,neutral,m,0,48,48,86,59.77423629999976,,,,,,,,,59.75902770000175,59.77423629999976,59.77423629999976,,60.456421099999716,m,0.6778733999999531,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
b r a s k,0.0,non-word,z,0,49,49,79,60.472030000000814,,,,,,,,,60.45695010000054,60.472030000000814,60.472030000000814,,61.27090429999953,z,0.7923081000008096,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
l o s s,1.0,negative,m,0,50,50,29,61.286524300001474,,,,,,,,,61.271434999998746,61.286524300001474,61.286524300001474,,62.23503460000211,m,0.9394342999985383,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s m o r n,0.0,non-word,z,0,51,51,51,62.250599499999225,,,,,,,,,62.235573800000566,62.250599499999225,62.250599499999225,,63.01623920000202,z,0.7532492999998794,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
w a r,1.0,negative,m,0,52,52,67,63.032006000001275,,,,,,,,,63.01677720000225,63.032006000001275,63.032006000001275,,63.847268800000165,m,0.8073193999989599,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c l o c k,1.0,neutral,m,0,53,53,48,63.86311420000129,,,,,,,,,63.84780379999938,63.86311420000129,63.86311420000129,,64.56194329999926,m,0.686641200001759,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p e n c i l,1.0,neutral,m,0,54,54,37,64.57771420000063,,,,,,,,,64.56248160000177,64.57771420000063,64.57771420000063,,65.16017980000106,m,0.569658200001868,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r u f f i l,0.0,non-word,z,0,55,55,49,65.17580390000148,,,,,,,,,65.16071300000112,65.17580390000148,65.17580390000148,,65.90811839999878,z,0.7165290000011737,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c r i o u s,0.0,non-word,z,0,56,56,99,65.92406860000119,,,,,,,,,65.90867119999893,65.92406860000119,65.92406860000119,66.93791989999954,67.20467790000112,m,1.266106500002934,None,m,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r i e f,1.0,negative,m,0,57,57,50,67.22059970000191,,,,,,,,,67.20525550000093,67.22059970000191,67.22059970000191,68.23425839999982,68.26835910000227,m,1.0379816999993636,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
h a p p y,1.0,positive,m,0,58,58,21,68.28485,,,,,,,,,68.26890429999912,68.28485,68.28485,,68.86691140000039,m,0.5735626999994565,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
z o m p r e,0.0,non-word,z,0,59,59,73,68.88263970000116,,,,,,,,,68.86744950000138,68.88263970000116,68.88263970000116,,69.56505250000191,z,0.6720244999996794,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
l o v e,1.0,positive,m,0,60,60,0,69.58066830000098,,,,,,,,,69.56560209999952,69.58066830000098,69.58066830000098,,70.29629009999917,m,0.7060914000030607,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
d e s p a i r,1.0,negative,m,0,61,61,56,70.31211059999987,,,,,,,,,70.29681690000143,70.31211059999987,70.31211059999987,,70.99444070000027,m,0.6658076000021538,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
v i c t o r y,1.0,positive,m,0,62,62,25,71.0099967999995,,,,,,,,,70.9951667000023,71.0099967999995,71.0099967999995,,71.57629040000029,m,0.5521560999986832,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c e l e b r a t i o n,1.0,positive,m,0,63,63,75,71.59178990000146,,,,,,,,,71.5768406999996,71.59178990000146,71.59178990000146,,72.24118570000064,m,0.634876299998723,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
l a w v e r,0.0,non-word,z,0,64,64,76,72.25667330000215,,,,,,,,,72.24172019999969,72.25667330000215,72.25667330000215,,72.98942050000187,z,0.7282369999993534,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
b l o r p,0.0,non-word,z,0,65,65,60,73.00481769999897,,,,,,,,,72.98995239999931,73.00481769999897,73.00481769999897,74.01836380000168,74.31869150000057,z,1.3043072000000393,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
p l a n e t,1.0,neutral,m,0,66,66,47,74.33432370000082,,,,,,,,,74.3192369999997,74.33432370000082,74.33432370000082,75.34825420000197,75.83117670000138,m,1.4872202000005927,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
f l o r t,0.0,non-word,z,0,67,67,11,75.84738769999967,,,,,,,,,75.83171650000077,75.84738769999967,75.84738769999967,,76.76222440000129,z,0.9126685999981419,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g l o r b y,0.0,non-word,z,0,68,68,28,76.77778500000204,,,,,,,,,76.76284289999967,76.77778500000204,76.77778500000204,77.79145150000113,77.94222060000175,z,1.1576279000000795,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
b l o r p,0.0,non-word,z,0,69,69,5,77.95803470000101,,,,,,,,,77.94277860000147,77.95803470000101,77.95803470000101,,78.57911349999995,z,0.6188442999991821,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c l o u d,1.0,neutral,m,0,70,70,94,78.58932130000176,,,,,,,,,78.57966690000103,78.58932130000176,78.58932130000176,,79.25519179999901,m,0.6522036000023945,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s a d n e s s,1.0,negative,m,0,71,71,88,79.27119809999931,,,,,,,,,79.25573799999984,79.27119809999931,79.27119809999931,,79.8875408999993,m,0.6064627999985532,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
g r i n d l e,0.0,non-word,z,0,72,72,3,79.9027903999995,,,,,,,,,79.88850110000203,79.9027903999995,79.9027903999995,,80.55174350000016,m,0.6398330000010901,None,m,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
s w o r p y,0.0,non-word,z,0,73,73,69,80.56741179999881,,,,,,,,,80.55227390000073,80.56741179999881,80.56741179999881,,81.28392860000167,z,0.7028661000003922,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
a c h i e v e m e n t,1.0,positive,m,0,74,74,27,81.29903009999907,,,,,,,,,81.28452580000157,81.29903009999907,81.29903009999907,,82.2473601999991,m,0.9361509000009391,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
m e t r o,1.0,neutral,m,0,75,75,96,82.2625494999993,,,,,,,,,82.2481770000013,82.2625494999993,82.2625494999993,,83.02863050000087,m,0.7589330000009795,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
a n g e r,1.0,negative,m,0,76,76,15,83.04373040000064,,,,,,,,,83.02936060000138,83.04373040000064,83.04373040000064,84.05781170000046,84.54074620000029,m,1.487996399999247,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
f e a r f u l,1.0,negative,m,0,77,77,98,84.55690709999908,,,,,,,,,84.54128920000221,84.55690709999908,84.55690709999908,,85.17230740000014,m,0.5991014999999607,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c r y,1.0,negative,m,0,78,78,61,85.18821920000119,,,,,,,,,85.17286790000071,85.18821920000119,85.18821920000119,,86.00330480000048,m,0.8079878999997163,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
k i n d n e s s,1.0,positive,m,0,79,79,82,86.01900860000023,,,,,,,,,86.00384800000029,86.01900860000023,86.01900860000023,87.03298870000071,87.13380210000105,m,1.0995221000011952,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c h e e r,1.0,positive,m,0,80,80,63,87.14960369999972,,,,,,,,,87.13435659999959,87.14960369999972,87.14960369999972,,87.78204720000213,m,0.6306796999997459,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
z a r f e t,0.0,non-word,z,0,81,81,31,87.79735580000124,,,,,,,,,87.78259809999872,87.79735580000124,87.79735580000124,,88.51335150000159,z,0.7080002000002423,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
d e l i g h t,1.0,positive,m,0,82,82,39,88.52931589999935,,,,,,,,,88.51388940000106,88.52931589999935,88.52931589999935,89.54259180000008,89.70973700000104,m,1.1696073999992223,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c o m f o r t,1.0,positive,m,0,83,83,59,89.72541590000037,,,,,,,,,89.71029239999916,89.72541590000037,89.72541590000037,,90.35817769999994,m,0.623058500001207,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
c l o c k,1.0,neutral,m,0,84,84,20,90.37395390000165,,,,,,,,,90.35874070000136,90.37395390000165,90.37395390000165,91.38774310000008,91.47219469999982,m,1.0917441999990842,None,m,m,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
d r e n k,0.0,non-word,z,0,85,85,4,91.48781180000151,,,,,,,,,91.47273929999938,91.48781180000151,91.48781180000151,,92.22032160000163,z,0.7288260000023001,None,z,z,,,,005,001,2024-11-20_23h38.38.797,Lexical Decision Making,2024.1.5,None,2024-11-20 23h38.54.671575 +0530,
