Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
k i n d n e s s,1.0,positive,m,4,15,415,82,347.1731067,,,,,,,,,347.1582769,347.1731067,347.1731067,,347.6560249,m,0.4751024999999345,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p a i n,1.0,negative,m,4,16,416,83,347.671174,,,,,,,,,347.6565661,347.671174,347.671174,,348.10485580000005,m,0.42448369999999613,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s w o r p y,0.0,non-word,z,4,17,417,69,348.12007080000006,,,,,,,,,348.10539980000004,348.12007080000006,348.12007080000006,348.6359024,348.6530869,z,0.5194197000000713,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l o m e b,0.0,non-word,z,4,18,418,90,348.6684445,,,,,,,,,348.6536035,348.6684445,348.6684445,349.18370799999997,349.4843675,z,0.8046044000000165,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p l o r,0.0,non-word,z,4,19,419,52,349.4997318,,,,,,,,,349.48488960000003,349.4997318,349.4997318,,349.9666639,z,0.45806210000000647,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c l o u d,1.0,neutral,m,4,20,420,94,349.9818479,,,,,,,,,349.96718390000007,349.9818479,349.9818479,350.49719210000006,351.01356979999997,m,1.021890600000006,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
q u i b l e n,0.0,non-word,z,4,21,421,91,351.02926140000005,,,,,,,,,351.01408810000004,351.02926140000005,351.02926140000005,351.54407410000005,351.5621497,z,0.518122500000004,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l a m p,1.0,neutral,m,4,22,422,18,351.5773757,,,,,,,,,351.56274,351.5773757,351.5773757,352.07705030000005,352.09368720000003,m,0.5074168999999529,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
a p p l e,1.0,neutral,m,4,23,423,32,352.10931050000005,,,,,,,,,352.09420860000006,352.10931050000005,352.10931050000005,,352.50986140000003,m,0.3889930999999933,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
v i c t o r y,1.0,positive,m,4,24,424,25,352.5246629,,,,,,,,,352.51051420000005,352.5246629,352.5246629,353.04016270000005,353.35755980000005,m,0.8318120999999792,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
j o y f u l,1.0,positive,m,4,25,425,19,353.37290250000007,,,,,,,,,353.35808490000005,353.37290250000007,353.37290250000007,,353.83948330000004,m,0.45505979999995816,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
w a r,1.0,negative,m,4,26,426,67,353.8554671,,,,,,,,,353.84011590000006,353.8554671,353.8554671,354.36980539999996,354.48816489999996,m,0.6236226999999417,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s m a g l e,0.0,non-word,z,4,27,427,53,354.5031184,,,,,,,,,354.48872910000006,354.5031184,354.5031184,355.0183497,355.15260760000007,z,0.642690000000016,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s m i l e,1.0,positive,m,4,28,428,55,355.1676732,,,,,,,,,355.15313499999996,355.1676732,355.1676732,,355.65154179999996,m,0.48227559999997993,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r i e f,1.0,negative,m,4,29,429,81,355.66649209999997,,,,,,,,,355.65206630000006,355.66649209999997,355.66649209999997,356.181892,356.66457140000006,m,0.9863602000000355,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p e a c e,1.0,positive,m,4,30,430,97,356.68025100000006,,,,,,,,,356.6651158,356.68025100000006,356.68025100000006,357.195179,357.2639721,m,0.5825506999999561,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s a d n e s s,1.0,negative,m,4,31,431,88,357.27862110000007,,,,,,,,,357.26449829999996,357.27862110000007,357.27862110000007,,357.7616671,m,0.4742159999999558,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
f l o r t,0.0,non-word,z,4,32,432,11,357.7774076,,,,,,,,,357.7625989,357.7774076,357.7774076,358.29267740000006,358.44275999999996,z,0.6510975999999573,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r i e f,1.0,negative,m,4,33,433,50,358.4585857,,,,,,,,,358.4432923,358.4585857,358.4585857,358.97428299999996,358.975657,m,0.5094057000000021,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c h e e r f u l,1.0,positive,m,4,34,434,43,358.9904657,,,,,,,,,358.97649900000005,358.9904657,358.9904657,359.5057579,359.5402099,m,0.5326581000000488,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l a m p,1.0,neutral,m,4,35,435,42,359.5554699,,,,,,,,,359.54093459999996,359.5554699,359.5554699,360.07071790000003,360.20579920000006,m,0.6413036000000147,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s a d n e s s,1.0,negative,m,4,36,436,65,360.22065249999997,,,,,,,,,360.20632430000006,360.22065249999997,360.22065249999997,360.7360782,360.8534798,m,0.6181338000000096,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
b l o r p,0.0,non-word,z,4,37,437,5,360.86903950000004,,,,,,,,,360.85400669999996,360.86903950000004,360.86903950000004,361.3840984,361.5845093,z,0.6999191999999539,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s m i l e,1.0,positive,m,4,38,438,92,361.60084520000004,,,,,,,,,361.5854347,361.60084520000004,361.60084520000004,362.1153801,362.21594940000006,m,0.6051271000000042,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
h a p p y,1.0,positive,m,4,39,439,21,362.23208000000005,,,,,,,,,362.2164938,362.23208000000005,362.23208000000005,362.7469276,363.54663239999996,m,1.2969460000000481,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s o r r o w,1.0,negative,m,4,40,440,33,363.56136369999996,,,,,,,,,363.54733089999996,363.56136369999996,363.56136369999996,364.06004509999997,364.0948405,m,0.5185408999999481,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
t a b l e,1.0,neutral,m,4,41,441,6,364.1100783,,,,,,,,,364.0953788,364.1100783,364.1100783,,364.52695780000005,m,0.40876590000004853,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
t r a g e d y,1.0,negative,m,4,42,442,70,364.542027,,,,,,,,,364.52756890000006,364.542027,364.542027,365.0579059,365.04178010000004,m,0.4878664000000299,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s a d,1.0,negative,m,4,43,443,87,365.0579059,,,,,,,,,365.0423315,365.0579059,365.0579059,,365.44111690000005,m,0.3690814000000273,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
h a t e,1.0,negative,m,4,44,444,74,365.45632159999997,,,,,,,,,365.4416448,365.45632159999997,365.45632159999997,365.97181070000005,366.00603140000004,m,0.5356424999999945,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c a r p e t,1.0,neutral,m,4,45,445,85,366.02096769999997,,,,,,,,,366.00674770000006,366.02096769999997,366.02096769999997,,366.4052407,m,0.3827482000000373,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l a w v e r,0.0,non-word,z,4,46,446,76,366.4201522,,,,,,,,,366.40576500000003,366.4201522,366.4201522,366.9355457,367.00349190000003,z,0.582134500000052,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d r i n t,0.0,non-word,z,4,47,447,36,367.0187679,,,,,,,,,367.0040145,367.0187679,367.0187679,367.53373819999996,367.51817139999997,z,0.4961151999999629,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p e a c e,1.0,positive,m,4,48,448,89,367.53373819999996,,,,,,,,,367.5188344,367.53373819999996,367.53373819999996,368.0491699,368.05022879999996,m,0.5057253999999602,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
w i n d o w,1.0,neutral,m,4,49,449,80,368.0662256,,,,,,,,,368.05078410000004,368.0662256,368.0662256,,368.54870020000004,m,0.478445699999952,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s m o r n,0.0,non-word,z,4,50,450,14,368.56444130000006,,,,,,,,,368.54922260000006,368.56444130000006,368.56444130000006,369.07966490000007,369.1475141,z,0.5775325000000748,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c r i o u s,0.0,non-word,z,4,51,451,99,369.1627497,,,,,,,,,369.14803250000006,369.1627497,369.1627497,369.67841119999997,369.67968260000004,m,0.5008066999999983,None,m,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c a b l e,1.0,neutral,m,4,52,452,78,369.69461400000006,,,,,,,,,369.6803504,369.69461400000006,369.69461400000006,370.2097458,370.27715259999997,m,0.5689870999999584,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
m i s e r y,1.0,negative,m,4,53,453,34,370.29303239999996,,,,,,,,,370.27786570000006,370.29303239999996,370.29303239999996,370.80842509999997,371.5737399,m,1.2773809999999912,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
t w o r i k,0.0,non-word,z,4,54,454,93,371.58908320000006,,,,,,,,,371.5743848,371.58908320000006,371.58908320000006,372.0881602,372.10582070000004,z,0.5131481999999323,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
f a i l u r e,1.0,negative,m,4,55,455,77,372.1212026,,,,,,,,,372.1063536,372.1212026,372.1212026,372.6199069,372.6376985,m,0.5150519999999688,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l o s s,1.0,negative,m,4,56,456,29,372.6531398,,,,,,,,,372.63844380000006,372.6531398,372.6531398,373.152089,373.16977390000005,m,0.5134537999999793,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
m u r k l e,0.0,non-word,z,4,57,457,66,373.18508579999997,,,,,,,,,373.1704692,373.18508579999997,373.18508579999997,373.7002816,373.80096640000005,z,0.6022881999999754,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c e l e b r a t i o n,1.0,positive,m,4,58,458,75,373.8164853,,,,,,,,,373.80148490000005,373.8164853,373.8164853,374.33188150000007,374.732288,m,0.9051017000000456,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s m o r n,0.0,non-word,z,4,59,459,51,374.7476174,,,,,,,,,374.7328147,374.7476174,374.7476174,375.2631921,375.4299298,z,0.6672657999999956,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c l i b b e t,0.0,non-word,z,4,60,460,12,375.4456098,,,,,,,,,375.4304629,375.4456098,375.4456098,375.94410980000004,375.96211569999997,z,0.5141016999999692,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
v a b l i n,0.0,non-word,z,4,61,461,1,375.9774981,,,,,,,,,375.962656,375.9774981,375.9774981,376.49262530000004,377.3913355,z,1.4045303999999987,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r a t i t u d e,1.0,positive,m,4,62,462,41,377.4067723,,,,,,,,,377.3918736,377.4067723,377.4067723,377.92222440000006,378.10570160000003,m,0.6822533000000703,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
v o b l i t,0.0,non-word,z,4,63,463,38,378.1220506,,,,,,,,,378.1063777,378.1220506,378.1220506,378.63703830000003,379.0367875,z,0.9030375999999478,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
e x c i t e d,1.0,positive,m,4,64,464,10,379.0526564,,,,,,,,,379.0373764,379.0526564,379.0526564,379.56786690000007,380.31672,m,1.2550018000000591,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d r e a m,1.0,positive,m,4,65,465,9,380.3326471,,,,,,,,,380.3173242,380.3326471,380.3326471,380.84778090000003,380.848865,m,0.5096750000000156,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s t o n e,1.0,neutral,m,4,66,466,13,380.86430550000006,,,,,,,,,380.84938360000007,380.86430550000006,380.86430550000006,381.37922499999996,381.36407,m,0.4934735000000501,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
b o t t l e,1.0,neutral,m,4,67,467,58,381.37922499999996,,,,,,,,,381.36460430000005,381.37922499999996,381.37922499999996,,381.7960125,m,0.4074055999999473,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
t r a i n,1.0,neutral,m,4,68,468,40,381.8114843,,,,,,,,,381.7965482,381.8114843,381.8114843,382.3265766,382.34428070000007,m,0.5240244999999959,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r i n d l e,0.0,non-word,z,4,69,469,3,382.3600581,,,,,,,,,382.34485320000005,382.3600581,382.3600581,382.87537690000005,382.94260549999996,z,0.5691024999999854,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c r y,1.0,negative,m,4,70,470,61,382.95838599999996,,,,,,,,,382.9433075,382.95838599999996,382.95838599999996,383.4568956,383.65745940000005,m,0.6845098999999664,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
w i n d o w,1.0,neutral,m,4,71,471,68,383.6732067,,,,,,,,,383.65799699999997,383.6732067,383.6732067,,384.13949870000005,m,0.4635349000000133,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
h o p e,1.0,positive,m,4,72,472,46,384.15512110000003,,,,,,,,,384.1400382,384.15512110000003,384.15512110000003,,384.58835790000006,m,0.4261954999999489,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r i n d l e,0.0,non-word,z,4,73,473,54,384.60385279999997,,,,,,,,,384.5890821,384.60385279999997,384.60385279999997,,385.0542625,m,0.4325297999999975,None,m,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d r e n k,0.0,non-word,z,4,74,474,4,385.0690292,,,,,,,,,385.0550797,385.0690292,385.0690292,385.58428929999997,385.8848811,z,0.8147182000000157,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
r e g r e t,1.0,negative,m,4,75,475,64,385.9002899,,,,,,,,,385.8855415,385.9002899,385.9002899,386.40157730000004,386.6327644,m,0.7261985000000095,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
l o v e,1.0,positive,m,4,76,476,0,386.6481259,,,,,,,,,386.6333338,386.6481259,386.6481259,,387.0815644,z,0.4297266999999465,None,z,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c l o c k,1.0,neutral,m,4,77,477,48,387.09725240000006,,,,,,,,,387.08209400000004,387.09725240000006,387.09725240000006,387.6122046,388.2284199,m,1.1297624000000042,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
m o u n t a i n,1.0,neutral,m,4,78,478,71,388.24392600000004,,,,,,,,,388.2289635,388.24392600000004,388.24392600000004,,388.6767974,m,0.4161839000000782,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p e n c i l,1.0,neutral,m,4,79,479,37,388.69254229999996,,,,,,,,,388.6773282,388.69254229999996,388.69254229999996,389.2081264,389.2421473,m,0.5328079999999318,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c a l e n d a r,1.0,neutral,m,4,80,480,86,389.25773140000007,,,,,,,,,389.24272909999996,389.25773140000007,389.25773140000007,389.77289190000005,389.87394190000003,m,0.6038319000000456,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c h e e r,1.0,positive,m,4,81,481,63,389.8893406,,,,,,,,,389.87486240000004,389.8893406,389.8893406,390.40473230000003,390.42268229999996,m,0.5227596000000858,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
e x c i t e d,1.0,positive,m,4,82,482,72,390.43828809999997,,,,,,,,,390.42320839999996,390.43828809999997,390.43828809999997,,390.82110230000006,m,0.37317880000000514,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
a n g e r,1.0,negative,m,4,83,483,44,390.8368211,,,,,,,,,390.82163429999997,390.8368211,390.8368211,391.3354926,391.3864361,m,0.5406949000000623,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c h i n d l e,0.0,non-word,z,4,84,484,8,391.40183840000003,,,,,,,,,391.38713179999996,391.40183840000003,391.40183840000003,,391.76946820000006,m,0.3533126000000948,None,m,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r u f f i l,0.0,non-word,z,4,85,485,49,391.78431789999996,,,,,,,,,391.77019279999996,391.78431789999996,391.78431789999996,392.2995182,392.8657665,z,1.0658637000000226,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
f e a r f u l,1.0,negative,m,4,86,486,2,392.8812644,,,,,,,,,392.86627820000007,392.8812644,392.8812644,,393.214406,m,0.3246773000000758,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p l a r k,0.0,non-word,z,4,87,487,16,393.23012950000003,,,,,,,,,393.2149679,393.23012950000003,393.23012950000003,393.7453533,393.76305640000004,z,0.5193663000000015,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d r o n t,0.0,non-word,z,4,88,488,95,393.77864300000005,,,,,,,,,393.7636944,393.77864300000005,393.77864300000005,394.2937506,394.27831910000003,m,0.48731740000005175,None,m,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
s u n s h i n e,1.0,positive,m,4,89,489,30,394.2937506,,,,,,,,,394.27875109999997,394.2937506,394.2937506,394.8092962,394.8266657,m,0.5312103999999636,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
a c h i e v e m e n t,1.0,positive,m,4,90,490,27,394.8425206,,,,,,,,,394.82709289999997,394.8425206,394.8425206,395.3574553,395.40829880000007,m,0.557348999999931,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
z o m p r e,0.0,non-word,z,4,91,491,73,395.42406180000006,,,,,,,,,395.4088714,395.42406180000006,395.42406180000006,395.9397048,395.95728490000005,z,0.5181009000000358,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d e s p a i r,1.0,negative,m,4,92,492,56,395.97317749999996,,,,,,,,,395.9582119,395.97317749999996,395.97317749999996,396.48811689999997,396.57231110000004,m,0.5848197999999911,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
d e l i g h t,1.0,positive,m,4,93,493,39,396.58824280000005,,,,,,,,,396.5728313,396.58824280000005,396.58824280000005,,397.0711065,m,0.47059379999996054,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
t r e n k,0.0,non-word,z,4,94,494,57,397.0866124,,,,,,,,,397.0717652,397.0866124,397.0866124,397.60169620000005,397.6360706,z,0.544116899999949,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p l a n e t,1.0,neutral,m,4,95,495,47,397.6514908,,,,,,,,,397.63661640000004,397.6514908,397.6514908,398.1507158,398.26783270000004,m,0.6011868000000504,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
b o o k,1.0,neutral,m,4,96,496,22,398.28325250000006,,,,,,,,,398.2687395,398.28325250000006,398.28325250000006,398.7983804,398.8494496,m,0.5493258000000196,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
g r i e f,1.0,negative,m,4,97,497,62,398.86532400000004,,,,,,,,,398.84997230000005,398.86532400000004,398.86532400000004,399.3806612,399.3819325,m,0.5152944999999818,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
p l a r k,0.0,non-word,z,4,98,498,45,399.3972759,,,,,,,,,399.3824513,399.3972759,399.3972759,399.9125184,399.9631565,z,0.5647137999999359,None,z,z,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
c o m f o r t,1.0,positive,m,4,99,499,59,399.9790307,,,,,,,,,399.96368480000007,399.9790307,399.9790307,,400.4453408,m,0.4565335000000914,None,m,m,,,,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,400.44595710000004,400.46066090000005,405.44750819999996,008,001,2024-11-23_09h55.16.816,Lexical Decision Making,2024.1.5,None,2024-11-23 09h55.26.863514 +0530,
