delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,1000.0,exp,7,10,94,4,496.0733525999822,,496.05849560000934,496.0733525999822,497.0703163999715,497.0703163999715,497.0871260999702,498.13536189997103,space,1.055690000008326,None,498.1360587999807,498.54978956666696,498.86429330002284,498.84613299998455,498.84616020001704,498.86429330002284,498.86429330002284,498.86429330002284,503.77293879998615,500,1,[4.9253412000252865],[4.9253518000477925],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,400.0,unexp,7,11,95,0,503.78519470000174,,503.77400139998645,503.78519470000174,504.78237590001663,504.78237590001663,504.7993309000158,505.56490340002347,space,0.7707420000224374,None,505.56568609998794,505.6803163666666,506.0123908999958,505.98313639999833,505.9831603000057,506.0123908999958,506.0123908999958,506.0123908999958,511.31849089998286,300,1,[5.333678699971642],[5.333693199965637],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,8,0,96,4,511.330672400014,,511.31962359999306,511.330672400014,512.3282423000201,512.3282423000201,512.3452818000223,512.5792775999871,space,0.24777869996614754,None,512.5798315000138,512.9932350666534,513.3089808999794,513.2938583000214,513.293880400015,513.3089808999794,513.3089808999794,513.3089808999794,515.0391981999855,400,1,[1.74380369996652],[1.7438120999722742],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,400.0,unexp,8,1,97,2,515.0546401999891,,515.0401774999918,515.0546401999891,516.0516601999989,516.0516601999989,516.0682784999954,516.352222800022,space,0.29727680003270507,None,516.3527259000111,517.0656945666453,517.3806859999895,517.3632300000172,517.3632590000052,517.3806859999895,517.3806859999895,517.3806859999895,518.8777724999818,500,1,[1.5128574999980628],[1.512866600009147],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,8,2,98,3,518.8932384999935,,518.8787314000074,518.8932384999935,519.8905942999991,519.8905942999991,519.9072642999818,520.2905142999953,space,0.3950351999956183,None,520.2910133000114,520.4058334666809,520.7222618000233,520.7017213000217,520.7017474999884,520.7222618000233,520.7222618000233,520.7222618000233,523.0870445999899,200,1,[2.3837111000320874],[2.3837215999956243],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,8,3,99,9,523.1023106999928,,523.0883460000041,523.1023106999928,524.0963164999848,524.0963164999848,524.1131025999784,524.6793553999742,space,0.5760305000003427,None,524.6799755999818,524.7945942666886,525.1267157000257,525.096490499971,525.096515399986,525.1267157000257,525.1267157000257,525.1267157000257,526.6773984999745,200,1,[1.5793182000052184],[1.5793289000284858],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,400.0,unexp,8,4,100,0,526.6894214000204,,526.6786819999688,526.6894214000204,527.6865585999913,527.6865585999913,527.7030532999779,528.1862841999973,space,0.49708119995193556,None,528.1867947999854,528.3015828666432,528.6336676999927,528.6057865999755,528.6058294000104,528.6336676999927,528.6336676999927,528.6336676999927,530.7500703000114,500,1,[2.142303599976003],[2.1423181000282057],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,8,5,101,6,530.7619536999846,,530.7510351000237,530.7619536999846,531.7588181999745,531.7588181999745,531.7755523999804,532.5575396000058,space,0.795535999990534,None,532.5580611000187,532.6731352666432,532.988749000011,532.9682932000142,532.9683356999885,532.988749000011,532.988749000011,532.988749000011,539.4889954000246,200,1,[6.518595400033519],[6.518608200014569],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,8,6,102,11,539.5047762999893,,539.4899560000049,539.5047762999893,540.5015891999938,540.5015891999938,540.5181408000062,540.6190271999803,space,0.10343159997137263,None,540.6195317999809,541.3326570666434,541.6476643999922,541.629896599974,541.6299226999981,541.6476643999922,541.6476643999922,541.6476643999922,545.7719741999754,800,1,[4.140617900004145],[4.1406269000144675],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,8,7,103,7,545.7875980000244,,545.7729389999877,545.7875980000244,546.7844299999997,546.7844299999997,546.8010754999705,547.0682174999965,space,0.27036329999100417,None,547.0687252000207,547.4827656666787,547.7981063000043,547.7848638999858,547.7848907000152,547.7981063000043,547.7981063000043,547.7981063000043,550.9567972000223,100,1,[3.1704012000118382],[3.1704096000175923],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,8,8,104,5,550.972305000003,,550.9577658000053,550.972305000003,551.9702194000129,551.9702194000129,551.9863614999922,552.2871956999879,space,0.3032975000096485,None,552.287916900008,553.0006724666493,553.316609499976,553.2988897999749,553.2989176000119,553.316609499976,553.316609499976,553.316609499976,554.8140775000211,900,1,[1.5133264999603853],[1.513334599963855],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,8,9,105,8,554.8290698999772,,554.8150654999772,554.8290698999772,555.8263587999973,555.8263587999973,555.8428696999908,556.5586587999715,space,0.7155089000007138,None,556.5593499999959,557.2723170666761,557.6048657000065,557.5764607000165,557.5764867999824,557.6048657000065,557.6048657000065,557.6048657000065,560.1653279999737,600,1,[2.5873921999591403],[2.5874016999732703],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,8,10,106,10,560.180703799997,,560.1663051000214,560.180703799997,561.177586500009,561.177586500009,561.1943942999933,561.2619653000147,space,0.0792916999780573,None,561.2628468999756,561.6764601666403,561.9922149999766,561.9708465000149,561.9708795999759,561.9922149999766,561.9922149999766,561.9922149999766,565.1022832000162,200,1,[3.1294637999963015],[3.129474899964407],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,400.0,unexp,8,11,107,1,565.1176560000167,,565.1032945999759,565.1176560000167,566.1148342000088,566.1148342000088,566.1317245999817,566.8812812999822,space,0.7501698000123724,None,566.881791999971,567.2952151666434,567.6102020000108,567.5928333000047,567.5928858999978,567.6102020000108,567.6102020000108,567.6102020000108,569.0076319000218,600,1,[1.412895799963735],[1.4129058999824338],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,400.0,unexp,9,0,108,0,569.0228352000122,,569.0085981999873,569.0228352000122,570.02028170001,570.02028170001,570.0369169000187,570.4034949999768,space,0.36756980000063777,None,570.4040963000152,570.5188291666602,570.8349512999994,570.8194637999986,570.8194893000182,570.8349512999994,570.8349512999994,570.8349512999994,575.2442698000232,300,1,[4.423134599986952],[4.423148899979424],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,9,1,109,10,575.2567359000095,,575.2453941999702,575.2567359000095,576.2540355999954,576.2540355999954,576.2705386999878,576.5539944000193,space,0.2950425000162795,None,576.5544979000115,576.9688015666363,577.284982800018,577.2694031000137,577.2694276000257,577.284982800018,577.284982800018,577.284982800018,579.1339535000152,400,1,[1.8628663999843411],[1.8628805999760516],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,9,2,110,5,579.1453708999907,,579.1351997000165,579.1453708999907,580.1426525000134,580.1426525000134,580.1590752999764,580.1769595000078,space,0.03068730002269149,None,580.1774595999741,580.8906223666893,581.2068839999847,581.1926881999825,581.1927143000066,581.2068839999847,581.2068839999847,581.2068839999847,582.5206495000166,700,1,[1.3264223000151105],[1.3264309000223875],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,9,3,111,8,582.5364438000252,,582.5216463999823,582.5364438000252,583.5336774999741,583.5336774999741,583.5500100000063,583.7505790999858,space,0.20049180003115907,None,583.7511404000106,584.4640432666677,584.7798320999718,584.76552299998,584.7655498000095,584.7798320999718,584.7798320999718,584.7798320999718,586.1783545999788,800,1,[1.4111097999848425],[1.4111211000126787],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,9,4,112,6,586.193254599988,,586.1794550999766,586.193254599988,587.1908754999749,587.1908754999749,587.2073291999986,587.4423212999827,space,0.23881229996914044,None,587.4428247999749,587.5568659666499,587.8722137999721,587.8588059999747,587.8588321999996,587.8722137999721,587.8722137999721,587.8722137999721,589.4713986999705,200,1,[1.6106763000134379],[1.6106866000336595],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,400.0,unexp,9,5,113,2,589.4845653999946,,589.4725630999892,589.4845653999946,590.4820325999754,590.4820325999754,590.4984695999883,590.7154953000136,space,0.21934990002773702,None,590.7160497999866,591.429313566656,591.7608246000018,591.7323653000058,591.7324009999866,591.7608246000018,591.7608246000018,591.7608246000018,596.4336061999784,600,1,[4.6992571000009775],[4.699265200004447],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,9,6,114,4,596.4493404999957,,596.4346130000195,596.4493404999957,597.4469017999945,597.4469017999945,597.4627305999747,599.7410731000127,space,2.2900874999468215,None,599.7415677999961,600.1551514666683,600.4703941000043,600.4561219000025,600.4561486999737,600.4703941000043,600.4703941000043,600.4703941000043,602.1709284000099,300,1,[1.7130226999870501],[1.7130343000171706],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,9,7,115,11,602.1831834000186,,602.171899900015,602.1831834000186,603.180428599997,603.180428599997,603.1969499000115,603.4475205999915,space,0.26438229996711016,None,603.448030599975,604.1610772666793,604.4768772000098,604.4615329999942,604.4615560999955,604.4768772000098,604.4768772000098,604.4768772000098,606.1922711000079,800,1,[1.729222399997525],[1.7292378999991342],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,9,8,116,3,606.2045848999987,,606.1932441000245,606.2045848999987,607.2016525000217,607.2016525000217,607.2185160000226,607.4695307000075,space,0.2666742999572307,None,607.4702399999951,607.5843231666406,607.9001991999685,607.8802744999994,607.8803163999692,607.9001991999685,607.9001991999685,607.9001991999685,609.9841876999708,200,1,[2.10189710004488],[2.101911000034306],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,9,9,117,7,609.9949657000252,,609.9851745999767,609.9949657000252,610.9922659000149,610.9922659000149,611.0088035999797,611.2265584999695,space,0.2331403000280261,None,611.2271270999918,611.6404786666428,611.9723040999961,611.946432399971,611.9464630999719,611.9723040999961,611.9723040999961,611.9723040999961,613.3694104999886,200,1,[1.421508500003256],[1.421516000002157],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,400.0,unexp,9,10,118,1,613.3852447000099,,613.3703754000016,613.3852447000099,614.3828007000266,614.3828007000266,614.3988619999727,614.649622500001,space,0.2511732999701053,None,614.6501231999719,615.0643405666381,615.3964353000047,615.3682738000061,615.3683014999842,615.3964353000047,615.3964353000047,615.3964353000047,616.9109072000138,400,1,[1.5410070000216365],[1.5410207000095397],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,9,11,119,9,616.9266607000027,,616.9120141000021,616.9266607000027,617.923287499987,617.923287499987,617.9402905000024,618.2237086999812,space,0.2843523999908939,None,618.2242106000194,618.3389064666737,618.6708180999849,618.6428625999833,618.642888900009,618.6708180999849,618.6708180999849,618.6708180999849,620.6043680000002,100,1,[1.9599145000101998],[1.9599289000034332],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,10,0,120,4,620.6160614999826,,620.6055199999828,620.6160614999826,621.6132360000047,621.6132360000047,621.6299718000228,621.7139225999708,space,0.08545760001288727,None,621.7145260000252,622.1285695666486,622.4439181999769,622.4294142000144,622.429441299988,622.4439181999769,622.4439181999769,622.4439181999769,623.8120584000135,200,1,[1.3811340000247583],[1.3811444999882951],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,10,1,121,9,623.8239706999739,,623.8130292000133,623.8239706999739,624.8214135000017,624.8214135000017,624.8378061000258,625.0222369999974,space,0.18603730003815144,None,625.0227320999838,625.1369075666919,625.4518035000074,625.4373000999913,625.4373271000222,625.4518035000074,625.4518035000074,625.4518035000074,628.2965145999915,300,1,[2.8576309999916703],[2.857640799949877],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,400.0,unexp,10,2,122,2,628.3115507999901,,628.2975027000066,628.3115507999901,629.3091743999976,629.3091743999976,629.325596700015,629.5924266999937,space,0.278453599952627,None,629.5929344000178,630.306119066667,630.6212492000195,630.6067571999738,630.6067926000105,630.6212492000195,630.6212492000195,630.6212492000195,632.6848576000193,500,1,[2.0762001000111923],[2.0762137999990955],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,10,3,123,8,632.6996678999858,,632.686073800025,632.6996678999858,633.6973111999687,633.6973111999687,633.7135282999952,633.9304461000138,space,0.2204976999782957,None,633.9309624999878,634.6442014666429,634.9595587999793,634.9416807999951,634.9417088999762,634.9595587999793,634.9595587999793,634.9595587999793,636.7435312999878,300,1,[1.7997351000085473],[1.7997493000002578],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,10,4,124,11,636.75541719998,,636.7446104999981,636.75541719998,637.7527626000228,637.7527626000228,637.7697836000007,638.0692525000195,space,0.31103459995938465,None,638.0697469000006,638.7832158666608,639.0989396999939,639.0836385000148,639.0836621000199,639.0989396999939,639.0989396999939,639.0989396999939,641.4637979000108,300,1,[2.378570700006094],[2.37858530000085],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,400.0,unexp,10,5,125,1,641.4755865000188,,641.4647408999735,641.4755865000188,642.4728891999694,642.4728891999694,642.489440299978,643.3048626999953,space,0.8277758000185713,None,643.305387099972,643.7194899666395,644.0346792999771,644.0188147000154,644.018840899982,644.0346792999771,644.0346792999771,644.0346792999771,646.2629990999703,400,1,[2.2426205999800004],[2.24262869998347],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,10,6,126,10,646.2786999000236,,646.2639601000119,646.2786999000236,647.275539299997,647.275539299997,647.2924580000108,648.0250444000121,space,0.7333920999662951,None,648.0255726000178,648.4395952666566,648.7552918000147,648.7401478000102,648.7401737999753,648.7552918000147,648.7552918000147,648.7552918000147,651.0044043000089,300,1,[2.2627764000208117],[2.2627886999980547],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,400.0,unexp,10,7,127,0,651.0162194999866,,651.0055618999759,651.0162194999866,652.014102199988,652.014102199988,652.0307505999808,652.2643921999843,space,0.23594129999401048,None,652.2649014000199,652.3796206666777,652.6940458000172,652.6800304999924,652.6800674999831,652.6940458000172,652.6940458000172,652.6940458000172,655.8381425000262,300,1,[3.156150599999819],[3.156162699975539],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,10,8,128,3,655.8536893000128,,655.8391318999929,655.8536893000128,656.8504852000042,656.8504852000042,656.8675790000125,657.2334597000154,space,0.3790218000067398,None,657.2339620999992,657.3492992666472,657.6812276999699,657.6520687000011,657.6520933000138,657.6812276999699,657.6812276999699,657.6812276999699,659.54817059997,100,1,[1.8944730999646708],[1.894483299984131],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,10,9,129,6,659.5595760999713,,659.5497474999866,659.5595760999713,660.5577013000147,660.5577013000147,660.5735642000218,660.6411343999789,space,0.0705234999768436,None,660.6420399000053,660.756228266637,661.0714589999989,661.0534908000263,661.0535168999922,661.0714589999989,661.0714589999989,661.0714589999989,665.4776667999686,100,1,[4.42251619999297],[4.422530600044411],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,10,10,130,7,665.4925204999745,,665.4788644000073,665.4925204999745,666.4898240999901,666.4898240999901,666.5064211999997,667.5715101999813,space,1.0751797999837436,None,667.5721985999844,667.9863342666688,668.3018481999752,668.2867166000069,668.2867399000097,668.3018481999752,668.3018481999752,668.3018481999752,669.7489836000022,100,1,[1.4602479999884963],[1.4602619999786839],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,10,11,131,5,669.7643070999766,,669.7500967999804,669.7643070999766,670.7617184999981,670.7617184999981,670.7783634000225,671.4611700000241,space,0.6848798000137322,None,671.4616805000114,672.1745030666391,672.4913468000013,672.4772421999951,672.4772691000253,672.4913468000013,672.4913468000013,672.4913468000013,673.8885709000169,200,1,[1.4098385000252165],[1.4098482000408694],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,11,0,132,10,673.9040743000223,,673.8895261000143,673.9040743000223,674.9009307000088,674.9009307000088,674.917624099995,675.7668151999824,space,0.8626596000394784,None,675.7673992000055,676.180699166671,676.4967131000012,676.4773935999838,676.4774344000034,676.4967131000012,676.4967131000012,676.4967131000012,686.6069554999704,150,1,[10.127934499992989],[10.127945000014734],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,11,1,133,8,686.6191292000003,,686.6082652999903,686.6191292000003,687.6161307999864,687.6161307999864,687.6328448000131,688.5814902000129,space,0.9489978000055999,None,688.5820670999819,689.29518676666,689.6109143000212,689.5974365000147,689.5974785999861,689.6109143000212,689.6109143000212,689.6109143000212,693.0187338999822,750,1,[3.4193153000087477],[3.419324400019832],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,11,2,134,7,693.0342418000218,,693.0197232000064,693.0342418000218,694.0313270000042,694.0313270000042,694.0479256000253,694.332081999979,space,0.290793499967549,None,694.3325773000252,694.746276666647,695.0626424999791,695.0483692999696,695.0483951999922,695.0626424999791,695.0626424999791,695.0626424999791,697.1288464000099,440,1,[2.0789778999751434],[2.0789886999991722],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,11,3,135,4,697.1406668999698,,697.1298591999803,697.1406668999698,698.1377099999809,698.1377099999809,698.1541338000097,698.3379280000227,space,0.19676120002986863,None,698.3384333999711,698.7526499666894,699.067577800015,699.0479164000135,699.0479501999798,699.067577800015,699.067577800015,699.067577800015,701.9619989999919,340,1,[2.9121159000205807],[2.9121261999825947],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,11,4,136,6,701.9773096999852,,701.9629522999749,701.9773096999852,702.9744890999864,702.9744890999864,702.9907756000175,703.2079707999947,space,0.22001900000032037,None,703.2084678999963,703.3232405666533,703.6381084999884,703.6239363999921,703.6239625000162,703.6381084999884,703.6381084999884,703.6381084999884,706.8856907999725,50,1,[3.2598757999949157],[3.2598868000204675],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,11,5,137,5,706.896823099989,,706.8867898000171,706.896823099989,707.8940616999753,707.8940616999753,707.9107614000095,707.946934800013,space,0.03495669999392703,None,707.9474313000101,708.6591771666465,708.9744655999821,708.9572055999888,708.9572330000228,708.9744655999821,708.9744655999821,708.9744655999821,712.7992456000065,230,1,[3.8404784000013024],[3.8404920999892056],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,11,6,138,3,712.8142215000116,,712.8002032000222,712.8142215000116,713.8114781000186,713.8114781000186,713.8279140000232,713.8961651999853,space,0.08306580001953989,None,713.8966756999725,714.0106960666637,714.3261276999838,714.3119641999947,714.3119908000226,714.3261276999838,714.3261276999838,714.3261276999838,717.5524102000054,60,1,[3.2389253999572247],[3.238932999956887],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,11,7,139,11,717.5678442000062,,717.5533880000003,717.5678442000062,718.5650692000054,718.5650692000054,718.5818982999772,720.9263540999964,space,2.346732899954077,None,720.92727320001,721.6399460666619,721.9550814999966,721.9385573000181,721.9385839999886,721.9550814999966,721.9550814999966,721.9550814999966,724.0103731999989,400,1,[2.0703139000106603],[2.0703246999764815],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,400.0,unexp,11,8,140,1,724.0167368000257,,724.0113347999868,724.0167368000257,725.014221200021,725.014221200021,725.0309583999915,725.2980714999721,space,0.27392259996850044,None,725.2985743000172,725.7121024666742,726.0277265000041,726.0131909999764,726.0132207999704,726.0277265000041,726.0277265000041,726.0277265000041,728.3424477999797,200,1,[2.3277373999590054],[2.3277495999936946],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,400.0,unexp,11,9,141,2,728.355404699978,,728.3434111999813,728.355404699978,729.352406400023,729.352406400023,729.3689079000033,729.719070399995,space,0.36191939999116585,None,729.7196849000175,730.4325299666418,730.7475619000033,730.7278070999891,730.7278340000194,730.7475619000033,730.7475619000033,730.7475619000033,735.4898881000117,340 ,1,[4.759844199987128],[4.759855599957518],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,11,10,142,9,735.5020795000019,,735.4908601000207,735.5020795000019,736.4997604999808,736.4997604999808,736.5159516999847,737.0166987999692,space,0.5098732000333257,None,737.0172060999903,737.1309412666635,737.4462333999691,737.4265896999859,737.4266312000109,737.4462333999691,737.4462333999691,737.4462333999691,739.1935323000071,200,1,[1.7650704000261612],[1.7650839000125416],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,400.0,unexp,11,11,143,0,739.2086233000155,,739.194818900025,739.2086233000155,740.2058872000198,740.2058872000198,740.2223195999977,740.4063052000129,space,0.19354770000791177,None,740.4068160000024,740.5217747666795,740.8364132000133,740.8187617000076,740.8188046999858,740.8364132000133,740.8364132000133,740.8364132000133,742.7991582999821,210,1,[1.978704100009054],[1.9787124000140466],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,12,0,144,10,742.8147366999765,,742.8001083999989,742.8147366999765,743.8122039000154,743.8122039000154,743.8283049000311,745.8577995000524,space,2.0305357999168336,None,745.8583057999494,746.2720573666777,746.5879308999865,746.5727081000223,746.5727322999737,746.5879308999865,746.5879308999865,746.5879308999865,748.2395269000554,120,1,[1.6649992999155074],[1.6650269000092521],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.7,1000.0,exp,12,1,145,8,748.250652000017,,748.2405942000332,748.250652000017,749.2477454000036,749.2477454000036,749.2644076999859,749.7974862000556,space,0.535695799975656,None,749.7982610000181,750.5110667666925,750.8274806000409,750.8135204000282,750.813547800004,750.8274806000409,750.8274806000409,750.8274806000409,754.0069716999424,220,1,[3.1912276000948623],[3.1912382000591606],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,12,2,146,7,754.0175558999763,,754.0079447000171,754.0175558999763,755.0147860999568,755.0147860999568,755.0317677000421,757.243362200039,space,2.2140480000525713,None,757.2442551999702,757.658183466647,757.9900663999724,757.9612177999807,757.9612425000523,757.9900663999724,757.9900663999724,757.9900663999724,759.0548992000404,400,1,[1.092149900039658],[1.0921591001097113],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,12,3,147,6,759.0707636000006,,759.0560691999854,759.0707636000006,760.0677416000399,760.0677416000399,760.0842912999797,760.9491369999596,space,0.8706112999934703,None,760.9498293999932,761.0653280667068,761.3808007999905,761.3625561999506,761.362583100039,761.3808007999905,761.3808007999905,761.3808007999905,762.7491463999613,100,1,[1.3848835000535473],[1.3848940000170842],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,400.0,unexp,12,4,148,1,762.7611940999632,,762.750237500004,762.7611940999632,763.7581822999637,763.7581822999637,763.774830499955,764.0085065999883,space,0.23892120004165918,None,764.0090118999942,764.42287756666,764.7386743999668,764.7225074000307,764.7225340000005,764.7386743999668,764.7386743999668,764.7386743999668,766.5049432999804,300,1,[1.7808756999438629],[1.7808867000276223],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.1,1000.0,exp,12,5,149,9,766.5173718999722,,766.5059060999774,766.5173718999722,767.5149013000191,767.5149013000191,767.5314405999961,767.5657232000376,space,0.04285260010510683,None,767.5663009000127,767.6809276666065,767.9959277000162,767.976143500011,767.976170799986,767.9959277000162,767.9959277000162,767.9959277000162,771.2423944000038,100,1,[3.2646533000515774],[3.2646636000135913],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
0.4,1000.0,exp,12,6,150,4,771.25417010003,,771.24338239996,771.25417010003,772.2515849000192,772.2515849000192,772.2684657000354,773.0341299999855,space,0.7672978000482544,None,773.0346288999426,773.44893336669,773.7647643000237,773.7492098999792,773.7492333000409,773.7647643000237,773.7647643000237,773.7647643000237,777.986510000017,450,1,[4.235856199986301],[4.235864200047217],060059,001,2024-11-14_21h58.12.486,intentional binding (1),2024.1.5,None,2024-11-14 21h58.17.313437 +0530,
