Stimulus,IsWord,Valence,CorrectResponse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructionsText.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,ParticipantResponse,CorrectResponse,End.started,text_z.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
s t o n e,1.0,neutral,m,0,9,9,13,62.907016200002545,,,,,,,,,62.892813900001784,62.907016200002545,62.907016200002545,63.42189860000144,63.40783510000256,m,0.4961512000008952,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
l o s s,1.0,negative,m,0,10,10,29,63.42189860000144,,,,,,,,,63.40875130000131,63.42189860000144,63.42189860000144,63.937262600000395,64.38786310000069,m,0.9504320000014559,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c h e e r,1.0,positive,m,0,11,11,63,64.40266630000042,,,,,,,,,64.38901840000108,64.40266630000042,64.40266630000042,64.9179088000019,65.06917339999927,m,0.6580813000000489,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s m i l e,1.0,positive,m,0,12,12,55,65.08411720000004,,,,,,,,,65.07016210000074,65.08411720000004,65.08411720000004,65.59943280000152,65.71751679999943,m,0.6314961000025505,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s u c c e s s,1.0,positive,m,0,13,13,35,65.73213980000219,,,,,,,,,65.71856720000142,65.73213980000219,65.73213980000219,66.24765180000031,66.36569539999982,m,0.6196331999999529,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
h o p e,1.0,positive,m,0,14,14,46,66.38045989999955,,,,,,,,,66.36671440000282,66.38045989999955,66.38045989999955,66.89600580000115,66.98072080000202,m,0.5896218999987468,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s w o r p y,0.0,non-word,z,0,15,15,69,66.99567770000067,,,,,,,,,66.98162280000179,66.99567770000067,66.99567770000067,67.51078690000213,68.21398039999985,m,1.2118391000003612,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c a r p e t,1.0,neutral,m,0,16,16,85,68.24207709999973,,,,,,,,,68.21531270000196,68.24207709999973,68.24207709999973,68.75739420000173,68.85876030000145,m,0.6038189999999304,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
l a m p,1.0,neutral,m,0,17,17,18,68.87382849999995,,,,,,,,,68.85973390000072,68.87382849999995,68.87382849999995,69.38940720000028,69.47399779999978,m,0.5866697000019485,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c e l e b r a t i o n,1.0,positive,m,0,18,18,75,69.48872929999925,,,,,,,,,69.4749167000009,69.48872929999925,69.48872929999925,70.00398590000259,70.15530690000014,m,0.6497115999991365,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
g r i e f,1.0,negative,m,0,19,19,62,70.17025450000074,,,,,,,,,70.15637760000027,70.17025450000074,70.17025450000074,70.68555750000087,70.68706340000062,m,0.5078023999994912,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
b o o k,1.0,neutral,m,0,20,20,22,70.70210539999971,,,,,,,,,70.68811360000109,70.70210539999971,70.70210539999971,71.21733320000203,71.20244509999975,m,0.49714940000194474,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p e a c e,1.0,positive,m,0,21,21,97,71.21733320000203,,,,,,,,,71.20353050000267,71.21733320000203,71.21733320000203,71.73251030000029,71.71792890000143,m,0.4864452999972855,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c r i o u s,0.0,non-word,z,0,22,22,99,71.73251030000029,,,,,,,,,71.71885200000179,71.73251030000029,71.73251030000029,72.2478652000027,72.34941030000118,m,0.6121718000031251,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c o m f o r t,1.0,positive,m,0,23,23,59,72.36418380000032,,,,,,,,,72.35041620000266,72.36418380000032,72.36418380000032,72.87955090000105,73.56285290000233,m,1.1953627000002598,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p l a r k,0.0,non-word,z,0,24,24,16,73.5776618000018,,,,,,,,,73.56389760000093,73.5776618000018,73.5776618000018,74.09286280000015,75.27465980000125,z,1.687913000001572,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
w i n d o w,1.0,neutral,m,0,25,25,80,75.28967700000067,,,,,,,,,75.27555190000203,75.28967700000067,75.28967700000067,75.8048576000001,75.80623790000027,m,0.49967889999970794,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d r i n t,0.0,non-word,z,0,26,26,36,75.8214697000003,,,,,,,,,75.80714910000097,75.8214697000003,75.8214697000003,76.33687310000096,76.48813639999935,m,0.6555196000008436,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
b l o r p,0.0,non-word,z,0,27,27,5,76.50285480000093,,,,,,,,,76.48903260000225,76.50285480000093,76.50285480000093,77.01821950000158,77.65136390000043,z,1.1441589999994903,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s m a g l e,0.0,non-word,z,0,28,28,53,77.66663420000259,,,,,,,,,77.65238350000072,77.66663420000259,77.66663420000259,78.1819319999995,78.53241740000158,z,0.8515092999987246,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
v i c t o r y,1.0,positive,m,0,29,29,25,78.5640201999995,,,,,,,,,78.53331099999923,78.5640201999995,78.5640201999995,79.0794034999999,79.06494030000249,m,0.4856404999991355,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p e a c e,1.0,positive,m,0,30,30,89,79.0794034999999,,,,,,,,,79.0658829999993,79.0794034999999,79.0794034999999,79.59453890000077,79.66277940000145,m,0.5792814000014914,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
k i n d n e s s,1.0,positive,m,0,31,31,82,79.67767370000001,,,,,,,,,79.66380180000124,79.67767370000001,79.67767370000001,80.19287769999937,80.26157439999952,m,0.5817669999996724,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p a i n,1.0,negative,m,0,32,32,83,80.27605680000124,,,,,,,,,80.26248810000106,80.27605680000124,80.27605680000124,80.79113830000279,80.77621320000253,m,0.49559019999651355,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
g r i e f,1.0,negative,m,0,33,33,81,80.79113830000279,,,,,,,,,80.77717309999935,80.79113830000279,80.79113830000279,,81.2418534999997,m,0.4430122999983723,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c a b l e,1.0,neutral,m,0,34,34,78,81.25698059999922,,,,,,,,,81.24331470000106,81.25698059999922,81.25698059999922,81.75535500000115,81.77373219999936,m,0.5031429000009666,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
l o v e,1.0,positive,m,0,35,35,0,81.78868000000148,,,,,,,,,81.77476240000033,81.78868000000148,81.78868000000148,82.303880200001,82.30547760000263,m,0.5016965999966487,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c h a i r,1.0,neutral,m,0,36,36,7,82.32034950000161,,,,,,,,,82.30643509999936,82.32034950000161,82.32034950000161,,82.78786480000053,m,0.4640802000030817,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
l a w v e r,0.0,non-word,z,0,37,37,76,82.80243880000126,,,,,,,,,82.78884029999972,82.80243880000126,82.80243880000126,83.31756040000255,84.10047970000232,z,1.2855994000019564,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p l a n e t,1.0,neutral,m,0,38,38,47,84.11544789999971,,,,,,,,,84.1013755999993,84.11544789999971,84.11544789999971,,84.59940890000144,m,0.4719694999985222,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
a p p l e,1.0,neutral,m,0,39,39,32,84.61403740000242,,,,,,,,,84.6003163000023,84.61403740000242,84.61403740000242,85.12934470000255,85.19739440000194,m,0.5703140000005078,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c h e e r f u l,1.0,positive,m,0,40,40,43,85.21240000000034,,,,,,,,,85.19827970000188,85.21240000000034,85.21240000000034,85.72777430000133,85.74628590000066,m,0.5303110999993805,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
t a b l e,1.0,neutral,m,0,41,41,6,85.76096959999995,,,,,,,,,85.74718480000229,85.76096959999995,85.76096959999995,86.27620670000033,86.26126320000185,m,0.4860164999990957,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
a n g e r,1.0,negative,m,0,42,42,15,86.27620670000033,,,,,,,,,86.2621880000006,86.27620670000033,86.27620670000033,,86.75981999999931,m,0.4778666999991401,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c r y,1.0,negative,m,0,43,43,61,86.77476419999948,,,,,,,,,86.7610691000009,86.77476419999948,86.77476419999948,87.29016350000165,88.25592400000096,m,1.467460600000777,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
f e a r f u l,1.0,negative,m,0,44,44,98,88.27073709999968,,,,,,,,,88.25720270000238,88.27073709999968,88.27073709999968,88.78614089999974,88.93718269999954,m,0.6550576999979967,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
j o y f u l,1.0,positive,m,0,45,45,19,88.96899300000223,,,,,,,,,88.93826000000263,88.96899300000223,88.96899300000223,89.48401260000173,89.46914950000064,m,0.4891443000014988,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
t w o r i k,0.0,non-word,z,0,46,46,93,89.48401260000173,,,,,,,,,89.47028720000162,89.48401260000173,89.48401260000173,89.99937330000103,90.66575410000223,z,1.1647360999995726,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
f l o r t,0.0,non-word,z,0,47,47,11,90.68073100000038,,,,,,,,,90.66665529999955,90.68073100000038,90.68073100000038,,91.13124160000007,m,0.43847480000113137,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
m u r k l e,0.0,non-word,z,0,48,48,66,91.14627680000194,,,,,,,,,91.13216260000263,91.14627680000194,91.14627680000194,91.66157220000241,92.51161929999944,z,1.362121099999058,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
t r a i n,1.0,neutral,m,0,49,49,40,92.5261496000021,,,,,,,,,92.51251430000048,92.5261496000021,92.5261496000021,93.04109020000033,93.05920730000071,m,0.5229371999994328,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
z o m p r e,0.0,non-word,z,0,50,50,73,93.07473419999951,,,,,,,,,93.0600981000025,93.07473419999951,93.07473419999951,93.5738502000022,94.50622669999939,z,1.4290905999987444,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
z a r f e t,0.0,non-word,z,0,51,51,31,94.52122380000219,,,,,,,,,94.50717620000069,94.52122380000219,94.52122380000219,,94.90564050000103,m,0.36944189999849186,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c h i n d l e,0.0,non-word,z,0,52,52,8,94.93636700000206,,,,,,,,,94.90674570000192,94.93636700000206,94.93636700000206,95.45127810000122,95.60269569999946,m,0.6559966999993776,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s a d n e s s,1.0,negative,m,0,53,53,88,95.6175676999992,,,,,,,,,95.60363140000118,95.6175676999992,95.6175676999992,96.13290290000077,99.27568720000272,m,3.6483895999990636,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
a n g e r,1.0,negative,m,0,54,54,44,99.29063719999976,,,,,,,,,99.27665949999937,99.29063719999976,99.29063719999976,,99.75787400000263,m,0.4634098999995331,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
m i s e r y,1.0,negative,m,0,55,55,34,99.77270700000008,,,,,,,,,99.75875540000197,99.77270700000008,99.77270700000008,100.28831510000236,100.50529330000063,m,0.7154232000029879,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d r o n t,0.0,non-word,z,0,56,56,95,100.52053250000245,,,,,,,,,100.5061953000004,100.52053250000245,100.52053250000245,101.03593309999997,101.86861879999924,z,1.3398581000001286,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d r e n k,0.0,non-word,z,0,57,57,4,101.88360660000035,,,,,,,,,101.86955619999935,101.88360660000035,101.88360660000035,,102.36763520000022,m,0.4818181000009645,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d r i n t,0.0,non-word,z,0,58,58,23,102.38213810000161,,,,,,,,,102.36856800000169,102.38213810000161,102.38213810000161,102.89748089999921,103.97978520000106,z,1.5811627000002773,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c a l e n d a r,1.0,neutral,m,0,59,59,86,103.99429790000067,,,,,,,,,103.98067040000024,103.99429790000067,103.99429790000067,104.50974940000015,104.52833150000151,m,0.5229002000014589,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s m o r n,0.0,non-word,z,0,60,60,14,104.54301280000072,,,,,,,,,104.52921490000153,104.54301280000072,104.54301280000072,105.05819970000084,105.64158040000257,m,1.0858684000013454,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
t r e n k,0.0,non-word,z,0,61,61,57,105.65658370000165,,,,,,,,,105.64272730000084,105.65658370000165,105.65658370000165,106.17202600000019,107.13753130000259,z,1.4648383999992802,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
r e g r e t,1.0,negative,m,0,62,62,64,107.15263060000143,,,,,,,,,107.13856529999975,107.15263060000143,107.15263060000143,,107.63608440000098,m,0.46735740000076476,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c l o c k,1.0,neutral,m,0,63,63,48,107.65120640000168,,,,,,,,,107.6370104000016,107.65120640000168,107.65120640000168,108.16673219999939,108.28454690000217,m,0.6305451000007452,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
v o b l i t,0.0,non-word,z,0,64,64,38,108.29942680000022,,,,,,,,,108.2854425000005,108.29942680000022,108.29942680000022,108.81491300000198,109.56415520000155,m,1.2572744999997667,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
g r u f f i l,0.0,non-word,z,0,65,65,49,109.57909380000274,,,,,,,,,109.56507400000191,109.57909380000274,109.57909380000274,110.07787770000141,110.09643209999922,m,0.5026577000026009,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c l o c k,1.0,neutral,m,0,66,66,20,110.11108969999987,,,,,,,,,110.09733860000051,110.11108969999987,110.11108969999987,110.6265005000023,110.72762530000182,m,0.6011585000014747,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
m e t r o,1.0,neutral,m,0,67,67,96,110.74264390000099,,,,,,,,,110.72889740000028,110.74264390000099,110.74264390000099,111.25806640000155,111.37623399999939,m,0.6230818000003637,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d e s p a i r,1.0,negative,m,0,68,68,56,111.39093259999936,,,,,,,,,111.37737600000037,111.39093259999936,111.39093259999936,111.88990710000144,112.58953470000051,m,1.1858154000001377,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
b l o r p,0.0,non-word,z,0,69,69,60,112.60417240000243,,,,,,,,,112.5904186000007,112.60417240000243,112.60417240000243,113.10295980000228,114.33472240000265,z,1.7239221000018006,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s u n s h i n e,1.0,positive,m,0,70,70,30,114.3494752000006,,,,,,,,,114.33563400000276,114.3494752000006,114.3494752000006,114.8648159000004,114.96656690000236,m,0.6119509999989532,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
f a i l u r e,1.0,negative,m,0,71,71,77,114.98127400000158,,,,,,,,,114.9674726000012,114.98127400000158,114.98127400000158,115.4963940000016,115.53124100000059,m,0.533603600000788,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
q u i b l e n,0.0,non-word,z,0,72,72,91,115.54752580000059,,,,,,,,,115.53217860000223,115.54752580000059,115.54752580000059,116.0626685999996,116.13039270000081,m,0.5690782999990915,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p e n c i l,1.0,neutral,m,0,73,73,24,116.145517500001,,,,,,,,,116.13145889999942,116.145517500001,116.145517500001,116.66074690000096,116.7288950000002,m,0.5667998999997508,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
b l o r p,0.0,non-word,z,0,74,74,84,116.74409630000082,,,,,,,,,116.72982559999946,116.74409630000082,116.74409630000082,117.25926030000119,117.55990820000079,z,0.810011300000042,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
p e n c i l,1.0,neutral,m,0,75,75,37,117.59066770000209,,,,,,,,,117.56081090000225,117.59066770000209,117.59066770000209,118.10601060000045,118.10753699999987,m,0.5035720999985642,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
g r a t i t u d e,1.0,positive,m,0,76,76,41,118.12256310000157,,,,,,,,,118.10850349999964,118.12256310000157,118.12256310000157,118.63797669999985,118.77246130000276,m,0.6473774000005506,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
m o u n t a i n,1.0,neutral,m,0,77,77,71,118.78744200000074,,,,,,,,,118.7733767000027,118.78744200000074,118.78744200000074,119.30284129999927,119.37063390000185,m,0.5703754000023764,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
g r i n d l e,0.0,non-word,z,0,78,78,3,119.38586550000036,,,,,,,,,119.37153659999967,119.38586550000036,119.38586550000036,119.901139900001,120.20222020000074,m,0.8062071000022115,None,m,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
d r e a m,1.0,positive,m,0,79,79,9,120.21694720000232,,,,,,,,,120.20313710000119,120.21694720000232,120.21694720000232,120.7322129000022,121.01637430000119,m,0.7899150000012014,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s a d,1.0,negative,m,0,80,80,87,121.03132040000128,,,,,,,,,121.01725980000265,121.03132040000128,121.03132040000128,121.54656840000098,121.59798320000118,m,0.5501345000011497,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
l a m p,1.0,neutral,m,0,81,81,42,121.61306550000154,,,,,,,,,121.5988892000023,121.61306550000154,121.61306550000154,122.1284622000021,122.14631999999983,m,0.528089600000385,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
s m o r n,0.0,non-word,z,0,82,82,51,122.16161850000208,,,,,,,,,122.14728749999995,122.16161850000208,122.16161850000208,122.6769630000017,123.42656150000039,z,1.2517215999978362,None,z,z,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
c r i t i c i s m,1.0,negative,m,0,83,83,26,123.44200180000189,,,,,,,,,123.42747400000007,123.44200180000189,123.44200180000189,123.95661130000008,123.99221840000246,m,0.538018799998099,None,m,m,,,,010,001,2024-11-23_18h21.33.983,Lexical Decision Making,2024.1.5,None,2024-11-23 18h21.50.495612 +0530,
