stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key-resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,1,3.0,10.142348199966364,,10.126843800069764,10.142348199966364,10.641003899974748,10.641003899974748,10.657987299957313,10.940468900022097,10.990793999982998,right,3.0,0,0,0.34416380000766367,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
11,1,4.0,11.006485400022939,,10.9908697999781,11.006485400022939,11.505847500055097,11.505847500055097,11.522220100043342,11.821066100033931,12.287598000024445,left,-4.0,1,1,0.7783721999730915,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
12,1,4.0,12.302834899979644,,12.287677200045437,12.302834899979644,12.802022999967448,12.802022999967448,12.802022999967448,13.117516500060447,13.334753400064074,left,-4.0,1,1,0.5224903000053018,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
13,1,4.0,13.350223600049503,,13.334853100008331,13.350223600049503,13.850000099977478,13.850000099977478,13.850000099977478,14.164476600009948,14.448874199995771,right,4.0,1,1,0.5958889999892563,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
14,1,3.0,14.464256800012663,,14.448942100047134,14.464256800012663,14.963338100002147,14.963338100002147,14.979228800046258,15.278859200072475,15.544928099960089,left,-3.0,1,1,0.5775338000385091,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
15,1,3.0,15.561625899979845,,15.545000100042671,15.561625899979845,16.059537600027397,16.059537600027397,16.07721230003517,16.358742200070992,16.5756979000289,right,3.0,1,1,0.5053456999594346,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
16,1,3.0,16.591215700027533,,16.57581339997705,16.591215700027533,17.089952300069854,17.089952300069854,17.1067060000496,17.38937720004469,17.540561400004663,left,-3.0,1,1,0.437632399960421,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
17,1,2.0,17.555604099994525,,17.540631200070493,17.555604099994525,18.053996699978597,18.053996699978597,18.053996699978597,18.353654699982144,18.53691460005939,right,2.0,1,1,0.466614400036633,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
18,1,2.0,18.553260099957697,,18.536990800057538,18.553260099957697,19.051575200050138,19.051575200050138,19.067780900048092,19.368055999977514,19.451329700066708,left,-2.0,1,1,0.39595659996848553,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
19,1,2.0,19.466788799967617,,19.451419400051236,19.466788799967617,19.965489499969408,19.965489499969408,19.982154299970716,20.264825099962763,20.332468000007793,right,2.0,1,1,0.3632634000387043,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
20,1,1.0,20.347979000071064,,20.33257450000383,20.347979000071064,20.829990900005214,20.829990900005214,20.863104499992914,21.129285700037144,21.229511599987745,left,-1.0,1,1,0.38513239996973425,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
21,0.5,1.0,21.24558990006335,,21.229577100020833,21.24558990006335,21.743851299979724,21.743851299979724,21.76082550000865,22.043248799978755,22.14345139998477,left,-1.0,0,0,0.3936324999667704,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
22,0.5,1.5,22.159963099984452,,22.14351770002395,22.159963099984452,22.658868700033054,22.658868700033054,22.67520749999676,22.97419700003229,23.373654399998486,left,-1.5,1,1,0.7061873999191448,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
23,0.5,1.5,23.38929940003436,,23.373753800056875,23.38929940003436,23.888500100001693,23.888500100001693,23.888500100001693,24.203881800058298,25.467681200010702,left,-1.5,0,0,1.565893299994059,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
24,0.5,2.0,25.4838370999787,,25.467806300031953,25.4838370999787,25.982563200057484,25.982563200057484,25.999414999969304,26.298295599990524,26.649022300029173,right,2.0,1,1,0.664020299911499,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
25,0.5,2.0,26.66361369995866,,26.649122999981046,26.66361369995866,27.162363999988884,27.162363999988884,27.162363999988884,27.46214640000835,28.575998199987225,left,-2.0,0,0,1.3998567999806255,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
26,0.5,2.5,28.591756500070915,,28.57606900006067,28.591756500070915,29.091111700050533,29.091111700050533,29.106988499988802,29.38987219997216,29.83979390002787,right,2.5,1,1,0.7347619000356644,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
27,0.5,2.5,29.855170599999838,,29.839862999971956,29.855170599999838,30.353777899988927,30.353777899988927,30.353777899988927,30.65396490006242,32.58237239997834,left,-2.5,0,0,2.2150931999785826,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
28,0.5,3.0,32.597372099990025,,32.58244609995745,32.597372099990025,33.09684340003878,33.09684340003878,33.11340440006461,33.39555730007123,33.67942479997873,left,-3.0,1,1,0.5718726000050083,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
29,0.5,3.0,33.69478070002515,,33.67948950000573,33.69478070002515,34.19354520004708,34.19354520004708,34.21014900004957,34.492159600020386,34.8104024999775,right,3.0,1,1,0.6069586999947205,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
30,0.5,3.0,34.82483060006052,,34.810471900040284,34.82483060006052,35.323743500048295,35.323743500048295,35.323743500048295,35.639312500017695,39.37973260006402,right,3.0,0,0,4.044741699937731,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
31,0.5,3.5,39.39616790006403,,39.37979719997384,39.39616790006403,39.89458239998203,39.89458239998203,39.89458239998203,40.19355870003346,40.31075140007306,left,-3.5,1,1,0.40829600009601563,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
32,0.5,3.5,40.32687660004012,,40.31082530005369,40.32687660004012,40.82517700002063,40.82517700002063,40.82517700002063,41.12411269999575,41.307994100032374,right,3.5,0,0,0.47130959993228316,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
33,0.5,4.0,41.32399060006719,,41.30809499998577,41.32399060006719,41.82271620002575,41.82271620002575,41.8392795000691,42.12171500001568,42.12268679996487,left,-4.0,0,0,0.2955482000252232,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
34,0.5,4.5,42.138351600035094,,42.12275610002689,42.138351600035094,42.62245809996966,42.62245809996966,42.63794419995975,,42.90402360004373,left,-4.5,0,0,0.26885410002432764,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
35,0.5,5.0,42.92008830001578,,42.90412570000626,42.92008830001578,43.41832279996015,43.41832279996015,43.43472809996456,,43.61981060006656,left,-5.0,1,1,0.19113129994366318,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
36,0.5,5.0,43.63522809999995,,43.61992680002004,43.63522809999995,44.132705299998634,44.132705299998634,44.14924709999468,44.432121700025164,44.53237889998127,right,5.0,0,0,0.38712410000152886,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
37,0.5,5.5,44.548701200052164,,44.53249000001233,44.548701200052164,45.047811300028116,45.047811300028116,45.064008499961346,45.36333800002467,45.680304800043814,left,-5.5,1,1,0.6168008000822738,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
38,0.5,5.5,45.696309600025415,,45.68036320002284,45.696309600025415,46.19466529996134,46.19466529996134,46.210655600065365,46.51046010002028,46.892483200063,left,-5.5,1,1,0.6949388000648469,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
39,0.5,5.5,46.90839080000296,,46.89254510006867,46.90839080000296,47.40708470006939,47.40708470006939,47.40708470006939,47.706551100010984,48.072616199962795,right,5.5,1,1,0.65705809998326,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
40,0.5,5.0,48.08853569999337,,48.07268980005756,48.08853569999337,48.58752249996178,48.58752249996178,48.58752249996178,48.88665810006205,49.46941769996192,right,5.0,1,1,0.8733073999173939,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
41,0.5,5.0,49.485272499965504,,49.46948289999273,49.485272499965504,49.98381760006305,49.98381760006305,50.00032790005207,50.28316920006182,50.38344110001344,left,-5.0,1,1,0.39167789998464286,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
42,0.5,5.0,50.39942160004284,,50.38350640004501,50.39942160004284,50.89769839996006,50.89769839996006,50.91495170001872,51.197121800039895,51.71340300003067,right,5.0,1,1,0.80113070004154,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
43,0.5,4.5,51.729145999997854,,51.713542100042105,51.729145999997854,52.22738880000543,52.22738880000543,52.244151600054465,52.52676749997772,53.40848480002023,left,-4.5,0,0,1.1732445999514312,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
44,0.5,5.0,53.42420080001466,,53.408591800020076,53.42420080001466,53.92319670005236,53.92319670005236,53.939524900051765,54.239111899980344,54.73780550004449,left,-5.0,1,1,0.8028413000283763,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
45,0.5,5.0,54.75406860001385,,54.73787650000304,54.75406860001385,55.25274540006649,55.25274540006649,55.26910420006607,55.55195310001727,55.63644160004333,right,5.0,0,0,0.37060529994778335,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
46,0.5,5.5,55.65193409996573,,55.63651360000949,55.65193409996573,56.14996109995991,56.14996109995991,56.16650280007161,56.44910640001763,56.7998373999726,right,5.5,1,1,0.6421447000466287,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
47,0.5,5.5,56.814832400064915,,56.79996109998319,56.814832400064915,57.313369299983606,57.313369299983606,57.329988899989985,57.61264810001012,57.812664499972016,right,5.5,1,1,0.48383620008826256,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
48,0.5,5.5,57.82855570001993,,57.81273340003099,57.82855570001993,58.32724180002697,58.32724180002697,58.343792099971324,58.6265935000265,58.810501000029035,right,5.5,1,1,0.4768133000470698,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
49,0.5,5.0,58.82581109995954,,58.810570399975404,58.82581109995954,59.32458809996024,59.32458809996024,59.32458809996024,59.624592400039546,59.70772710000165,right,5.0,1,1,0.36907560005784035,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
50,0.5,5.0,59.72395530005451,,59.707811600062996,59.72395530005451,60.222155899973586,60.222155899973586,60.239070900017396,60.52109759999439,60.772206800058484,left,-5.0,1,1,0.5486774999881163,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
51,0.5,5.0,60.78915209998377,,60.77226960007101,60.78915209998377,61.2869217999978,61.2869217999978,61.302444000029936,61.6017827000469,61.80213560000993,right,5.0,1,1,0.5087715999688953,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
52,0.5,4.5,61.81800430000294,,61.8022401999915,61.81800430000294,62.31637690006755,62.31637690006755,62.333439200068824,62.61593840003479,63.01565960003063,left,-4.5,1,1,0.6836893999716267,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
53,0.5,4.5,63.031615099986084,,63.01572669995949,63.031615099986084,63.52973850001581,63.52973850001581,63.54617029998917,63.82879890000913,63.963452900061384,right,4.5,1,1,0.41785269998945296,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
54,0.5,4.5,63.97866280004382,,63.9635619999608,63.97866280004382,64.47706399997696,64.47706399997696,64.49387710005976,64.77608640003018,64.86050740000792,left,-4.5,1,1,0.37969620001967996,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
55,0.5,4.0,64.87636230001226,,64.86064009997062,64.87636230001226,65.37472660001367,65.37472660001367,65.39164379995782,65.67443280003499,65.67507580004167,right,4.0,1,1,0.2905573000898585,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
56,0.5,4.0,65.69130040006712,,65.67513760004658,65.69130040006712,66.18941130000167,66.18941130000167,66.20589470001869,,66.4561534000095,right,4.0,0,0,0.25401579996105283,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
57,0.5,4.5,66.47193500003777,,66.45625819999259,66.47193500003777,66.9719168000156,66.9719168000156,66.9719168000156,67.28687139996327,67.27155429997947,left,-4.5,1,1,0.2866599999833852,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
58,0.5,4.5,67.28687139996327,,67.27169129997492,67.28687139996327,67.78467249998357,67.78467249998357,67.80120490002446,,67.95254900003783,left,-4.5,0,0,0.1578686999855563,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
59,0.5,5.0,67.96811520005576,,67.95262600004207,67.96811520005576,68.46619549999014,68.46619549999014,68.48282959999051,68.7659774000058,68.80013390001841,left,-5.0,1,1,0.322703699930571,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
60,0.5,5.0,68.81581880000886,,68.800207399996,68.81581880000886,69.31394520006143,69.31394520006143,69.33040850004181,,69.34912500006612,right,5.0,1,1,0.031791399931535125,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
61,0.5,5.0,69.36376410000958,,69.34922800003551,69.36376410000958,69.86218339996412,69.86218339996412,69.86218339996412,,69.89685330004431,left,-5.0,1,1,0.027916899998672307,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
62,0.5,4.5,69.91293079999741,,69.89692339999601,69.91293079999741,70.41083369997796,70.41083369997796,70.42763589997776,70.7098286000546,70.69479880004656,right,4.5,1,1,0.27910210005939007,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
63,0.5,4.5,70.7098286000546,,70.69488840003032,70.7098286000546,71.20881930005271,71.20881930005271,71.22598930005915,,71.4759563000407,right,4.5,0,0,0.25665310001932085,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
64,0.5,5.0,71.4913737999741,,71.47602529998403,71.4913737999741,71.9900004999945,71.9900004999945,71.9900004999945,72.29059610003605,72.55641239997931,right,5.0,1,1,0.5546735000098124,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
65,0.5,5.0,72.57184330001473,,72.55651140003465,72.57184330001473,73.07059020001907,73.07059020001907,73.08752699999604,73.36958190007135,73.63717680005357,right,5.0,1,1,0.5633216999704018,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
66,0.5,5.0,73.6520765000023,,73.63725410006009,73.6520765000023,74.15043689997401,74.15043689997401,74.16713860002346,74.4506979000289,74.63386850000825,left,-5.0,1,1,0.4677649999503046,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
67,0.5,4.5,74.64959489996545,,74.63397810002789,74.64959489996545,75.14797599997837,75.14797599997837,75.16481190000195,75.44753190001938,75.59838079998735,left,-4.5,0,0,0.43752649996895343,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
68,0.5,5.0,75.61372580006719,,75.59845499997027,75.61372580006719,76.11193430004641,76.11193430004641,76.12913120002486,76.41143290000036,76.7616004999727,left,-5.0,0,0,0.6360382999991998,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
69,0.5,5.5,76.77729530003853,,76.76167110004462,76.77729530003853,77.27568500000052,77.27568500000052,77.29273059999105,77.59120020002592,77.87579459999688,left,-5.5,1,1,0.596868299995549,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
70,0.5,5.5,77.89055989996996,,77.87586779997218,77.89055989996996,78.38948110002093,78.38948110002093,78.38948110002093,78.68912080000155,78.95523870002944,right,5.5,1,1,0.5570790000492707,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
71,0.5,5.5,78.97137909999583,,78.9553133000154,78.97137909999583,79.47055430000182,79.47055430000182,79.48663719999604,79.78571940003894,79.8193974000169,right,5.5,0,0,0.34342340007424355,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
72,0.5,6.0,79.83524160005618,,79.81946150003932,79.83524160005618,80.33421600004658,80.33421600004658,80.33421600004658,80.63344110001344,80.73457920004148,right,6.0,1,1,0.38621709996368736,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
73,0.5,6.0,80.74921729997732,,80.73467829998117,80.74921729997732,81.24835160002112,81.24835160002112,81.24835160002112,81.56381820002571,81.68295659997966,right,6.0,1,1,0.42181450000498444,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
74,0.5,6.0,81.69772190006915,,81.68306109996047,81.69772190006915,82.1960861000698,82.1960861000698,82.21193770004902,82.49679320002906,82.69536440004595,right,6.0,1,1,0.4977809999836609,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
75,0.5,5.5,82.71133299998473,,82.69543319998775,82.71133299998473,83.21019630006049,83.21019630006049,83.21019630006049,83.51061930006836,83.56033929996192,right,5.5,1,1,0.3386775000253692,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
76,0.5,5.5,83.57600730005652,,83.56046419998165,83.57600730005652,84.07357210002374,84.07357210002374,84.09035930002574,84.37385890004225,84.52360469999257,left,-5.5,1,1,0.44104399997740984,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
77,0.5,5.5,84.538881400018,,84.52369850000832,84.538881400018,85.03799580002669,85.03799580002669,85.03799580002669,85.35333750001155,85.50378040003125,right,5.5,1,1,0.46016799996141344,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
78,0.5,5.0,85.51995300000999,,85.50388610002119,85.51995300000999,86.01906419999432,86.01906419999432,86.03583960002288,86.33435660006944,86.4018219000427,left,-5.0,1,1,0.3811283999821171,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
79,0.5,5.0,86.41789380006958,,86.40188909997232,86.41789380006958,86.91602040000726,86.91602040000726,86.932619899977,87.21482110000215,88.13073940004688,right,5.0,1,1,1.2068123000208288,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
80,0.5,5.0,88.1460285000503,,88.13080769998487,88.1460285000503,88.64610760007054,88.64610760007054,88.64610760007054,88.94354250002652,89.12779880000744,left,-5.0,0,0,0.46535760001279414,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
81,0.5,5.5,89.14357139996719,,89.12790740001947,89.14357139996719,89.6416250000475,89.6416250000475,89.65868180000689,89.94123480003327,90.14109030005056,right,5.5,0,0,0.48971510003320873,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
82,0.5,6.0,90.157281300053,,90.1411871999735,90.157281300053,90.63880920002703,90.63880920002703,90.67270310001913,90.93844920000993,91.91989350004587,right,6.0,1,1,1.268076300038956,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
83,0.5,6.0,91.93542180000804,,91.92000160005409,91.93542180000804,92.43439820001367,92.43439820001367,92.45057740004268,92.74963620002382,93.11597110005096,right,6.0,1,1,0.6709602000191808,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
84,0.5,6.0,93.13216280005872,,93.11603440006729,93.13216280005872,93.63136460003443,93.63136460003443,93.64766320004128,93.94661840004846,94.21373620000668,left,-6.0,1,1,0.5742172000464052,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
85,0.5,5.5,94.22918120003305,,94.21384800004307,94.22918120003305,94.72820909996517,94.72820909996517,94.74488220002968,95.02743899996858,95.17826099996455,right,5.5,1,1,0.44440759997814894,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
86,0.5,5.5,95.19307370006572,,95.17838449997362,95.19307370006572,95.69179549999535,95.69179549999535,95.70866890007164,95.99127009999938,96.15843660000246,right,5.5,0,0,0.4636578999925405,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
87,0.5,6.0,96.17395119997673,,96.15853050001897,96.17395119997673,96.67281899997033,96.67281899997033,96.68911879998632,96.97182440001052,97.72076970001217,left,-6.0,1,1,1.0401451999787241,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
88,0.5,6.0,97.73633540002629,,97.72084249998443,97.73633540002629,98.23561199998949,98.23561199998949,98.25186429999303,98.55126730003394,98.85087680001743,right,6.0,1,1,0.6032983000623062,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
89,0.5,6.0,98.8664350999752,,98.85095380002167,98.8664350999752,99.36515480000526,99.36515480000526,99.38162880006712,99.66537920001429,100.38102970004547,right,6.0,1,1,1.002497800043784,217263,001,2024-09-09_11h16.31.372,adaptive_staircase,2024.1.5,None,2024-09-09 11h16.33.845321 +0530,
