stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key-resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
31,0.5,6.0,51.23941359994933,,51.22361260000616,51.23941359994933,51.73725150001701,51.73725150001701,51.75498759991024,52.03705299994908,52.32093589997385,left,-6.0,1,1,0.5817027000011876,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
32,0.5,6.0,52.336141599924304,,52.32104289997369,52.336141599924304,52.83547709998675,52.83547709998675,52.851703799911775,53.150815399945714,53.80051079997793,left,-6.0,1,1,0.9619619000004604,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
33,0.5,6.0,53.81513719994109,,53.80059709993657,53.81513719994109,54.31440799997654,54.31440799997654,54.31440799997654,54.61361150001176,55.87743569992017,left,-6.0,1,1,1.554536100011319,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
34,0.5,5.5,55.89295220002532,,55.87752009998076,55.89295220002532,56.391750299953856,56.391750299953856,56.40803950000554,56.691277600009926,57.35627679992467,right,5.5,0,0,0.9488536999560893,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
35,0.5,6.0,57.372136599966325,,57.35640499996953,57.372136599966325,57.87096450000536,57.87096450000536,57.87096450000536,58.16983279993292,58.53696980001405,left,-6.0,1,1,0.6644631000235677,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
36,0.5,6.0,58.55234880000353,,58.53705299994908,58.55234880000353,59.051620699930936,59.051620699930936,59.051620699930936,59.35065099992789,59.79943569994066,left,-6.0,1,1,0.7388838999904692,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
37,0.5,6.0,59.815305699943565,,59.79951679997612,59.815305699943565,60.31476039998233,60.31476039998233,60.33131499995943,60.630632799933665,60.880180199979804,right,6.0,1,1,0.5622274000197649,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
38,0.5,5.5,60.895960699999705,,60.880264599923976,60.895960699999705,61.39498109999113,61.39498109999113,61.411174900014885,61.711066799936816,61.8776389999548,left,-5.5,1,1,0.4769514000508934,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
39,0.5,5.5,61.89306089992169,,61.87772170000244,61.89306089992169,62.39271889999509,62.39271889999509,62.40879449993372,62.7073306000093,62.92518089991063,left,-5.5,1,1,0.5206026000669226,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
40,0.5,5.5,62.940726100001484,,62.92531369999051,62.940726100001484,63.4394794999389,63.4394794999389,63.45611439994536,63.73790970002301,63.82254179997835,right,5.5,0,0,0.3681213000090793,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
41,0.5,6.0,63.83859960001428,,63.82263049995527,63.83859960001428,64.33755369996652,64.33755369996652,64.35338939994108,64.65273729991168,64.70311689993832,left,-6.0,0,0,0.36412669997662306,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
42,0.5,6.5,64.71919969993178,,64.70320609991904,64.71919969993178,65.21797859994695,65.21797859994695,65.23403049993794,65.51653499994427,65.56814400001895,left,-6.5,0,0,0.3374593999469653,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
43,0.5,7.0,65.58338919992093,,65.56823069998063,65.58338919992093,66.08200669998769,66.08200669998769,66.09873809991404,66.3974903000053,66.39858719997574,left,-7.0,0,0,0.3024646999547258,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
44,0.5,7.5,66.41432089998852,,66.39867179992143,66.41432089998852,66.91272339993156,66.91272339993156,66.92969469993841,67.22913779993542,67.27952829992864,left,-7.5,0,0,0.36091060005128384,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
45,0.5,8.0,67.29545889992733,,67.27961359999608,67.29545889992733,67.79353109991644,67.79353109991644,67.81078319996595,68.09310169995297,68.11071119992994,left,-8.0,0,0,0.31087739998474717,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
46,0.5,8.5,68.12633489992004,,68.11081799992826,68.12633489992004,68.62503899994772,68.62503899994772,68.6420272999676,,68.74234699993394,left,-8.5,1,1,0.10156159999314696,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
47,0.5,8.5,68.75861729995813,,68.74245519994292,68.75861729995813,69.25702409993391,69.25702409993391,69.27380369999446,,69.54027449991554,right,8.5,0,0,0.26810180000029504,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
48,0.5,9.0,69.55545539990999,,69.54038389993366,69.55545539990999,70.05465659999754,70.05465659999754,70.05465659999754,,70.33777199999895,right,9.0,0,0,0.28146169998217374,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
49,0.5,9.5,70.35445440001786,,70.33790869999211,70.35445440001786,70.85170379991177,70.85170379991177,70.8682810999453,71.1512006999692,71.15216549998149,left,-9.5,0,0,0.28665340004954487,514545,001,2024-09-06_11h33.56.311,adaptive_staircase,2024.1.5,None,2024-09-06 11h33.59.955667 +0530,
